STATION_NAME,station_codes,DAY_TYPE,TIME_PER_HOUR,daily_avg_tap_in,daily_avg_tap_out
Admiralty,NS10,WEEKENDS/HOLIDAY,23,211.1,1313.0
Aljunied,EW9,WEEKDAY,0,10.35,59.8
Aljunied,EW9,WEEKDAY,5,311.55,40.65
Aljunied,EW9,WEEKDAY,6,2134.55,435.95
Aljunied,EW9,WEEKDAY,7,2692.2,1230.9
Aljunied,EW9,WEEKDAY,8,2551.8,1867.15
Aljunied,EW9,WEEKDAY,9,1439.5,1088.3
Aljunied,EW9,WEEKDAY,10,931.5,657.65
Aljunied,EW9,WEEKDAY,11,801.5,597.55
Aljunied,EW9,WEEKDAY,12,946.15,742.45
Aljunied,EW9,WEEKDAY,13,1003.7,825.65
Aljunied,EW9,WEEKDAY,14,770.5,773.9
Aljunied,EW9,WEEKDAY,15,866.3,800.25
Aljunied,EW9,WEEKDAY,16,1050.65,925.25
Aljunied,EW9,WEEKDAY,17,1703.75,1646.4
Aljunied,EW9,WEEKDAY,18,2133.25,3163.3
Aljunied,EW9,WEEKDAY,19,1138.5,3050.0
Aljunied,EW9,WEEKDAY,20,795.45,1798.95
Aljunied,EW9,WEEKDAY,21,745.7,1506.35
Aljunied,EW9,WEEKDAY,22,534.55,1219.55
Aljunied,EW9,WEEKDAY,23,244.7,598.4
Aljunied,EW9,WEEKENDS/HOLIDAY,0,16.6,82.4
Aljunied,EW9,WEEKENDS/HOLIDAY,5,168.6,12.9
Aljunied,EW9,WEEKENDS/HOLIDAY,6,1429.9,273.5
Aljunied,EW9,WEEKENDS/HOLIDAY,7,1531.0,536.8
Aljunied,EW9,WEEKENDS/HOLIDAY,8,1235.3,1047.4
Aljunied,EW9,WEEKENDS/HOLIDAY,9,1126.1,1426.5
Aljunied,EW9,WEEKENDS/HOLIDAY,10,1150.5,1275.8
Aljunied,EW9,WEEKENDS/HOLIDAY,11,1287.4,1039.5
Aljunied,EW9,WEEKENDS/HOLIDAY,12,1560.9,1133.4
Aljunied,EW9,WEEKENDS/HOLIDAY,13,1480.2,1283.0
Aljunied,EW9,WEEKENDS/HOLIDAY,14,1351.7,1199.1
Aljunied,EW9,WEEKENDS/HOLIDAY,15,1254.4,1213.0
Aljunied,EW9,WEEKENDS/HOLIDAY,16,1509.5,1360.4
Aljunied,EW9,WEEKENDS/HOLIDAY,17,1621.7,1807.0
Aljunied,EW9,WEEKENDS/HOLIDAY,18,1532.6,2122.8
Aljunied,EW9,WEEKENDS/HOLIDAY,19,1282.2,2213.2
Aljunied,EW9,WEEKENDS/HOLIDAY,20,1053.8,1672.4
Aljunied,EW9,WEEKENDS/HOLIDAY,21,918.5,1397.3
Aljunied,EW9,WEEKENDS/HOLIDAY,22,684.2,1234.9
Aljunied,EW9,WEEKENDS/HOLIDAY,23,330.5,680.2
Ang Mo Kio,NS16,WEEKDAY,0,41.95,281.05
Ang Mo Kio,NS16,WEEKDAY,5,813.6,139.5
Ang Mo Kio,NS16,WEEKDAY,6,2492.15,1416.55
Ang Mo Kio,NS16,WEEKDAY,7,4702.9,2952.25
Ang Mo Kio,NS16,WEEKDAY,8,5269.6,2887.9
Ang Mo Kio,NS16,WEEKDAY,9,3108.35,1674.55
Ang Mo Kio,NS16,WEEKDAY,10,2017.25,1418.8
Ang Mo Kio,NS16,WEEKDAY,11,1800.6,1338.2
Ang Mo Kio,NS16,WEEKDAY,12,1853.7,1646.35
Ang Mo Kio,NS16,WEEKDAY,13,1854.95,1701.25
Ang Mo Kio,NS16,WEEKDAY,14,1623.75,1709.5
Ang Mo Kio,NS16,WEEKDAY,15,1569.75,1929.25
Ang Mo Kio,NS16,WEEKDAY,16,1778.25,2391.75
Ang Mo Kio,NS16,WEEKDAY,17,2787.65,3924.7
Ang Mo Kio,NS16,WEEKDAY,18,3532.6,6419.65
Ang Mo Kio,NS16,WEEKDAY,19,2221.2,4624.05
Ang Mo Kio,NS16,WEEKDAY,20,1559.25,3028.75
Ang Mo Kio,NS16,WEEKDAY,21,1407.45,2827.3
Ang Mo Kio,NS16,WEEKDAY,22,835.85,2474.9
Ang Mo Kio,NS16,WEEKDAY,23,324.55,1306.05
Ang Mo Kio,NS16,WEEKENDS/HOLIDAY,0,51.0,445.8
Ang Mo Kio,NS16,WEEKENDS/HOLIDAY,5,413.6,60.4
Ang Mo Kio,NS16,WEEKENDS/HOLIDAY,6,1315.0,668.6
Ang Mo Kio,NS16,WEEKENDS/HOLIDAY,7,1809.7,1130.8
Ang Mo Kio,NS16,WEEKENDS/HOLIDAY,8,2312.5,1461.6
Ang Mo Kio,NS16,WEEKENDS/HOLIDAY,9,2799.2,1601.7
Ang Mo Kio,NS16,WEEKENDS/HOLIDAY,10,2456.7,1562.5
Ang Mo Kio,NS16,WEEKENDS/HOLIDAY,11,2349.0,1631.6
Ang Mo Kio,NS16,WEEKENDS/HOLIDAY,12,2326.8,1888.2
Ang Mo Kio,NS16,WEEKENDS/HOLIDAY,13,2298.2,2120.5
Ang Mo Kio,NS16,WEEKENDS/HOLIDAY,14,2107.9,2091.4
Ang Mo Kio,NS16,WEEKENDS/HOLIDAY,15,2028.0,2257.1
Ang Mo Kio,NS16,WEEKENDS/HOLIDAY,16,2061.8,2472.5
Ang Mo Kio,NS16,WEEKENDS/HOLIDAY,17,2212.4,2759.9
Ang Mo Kio,NS16,WEEKENDS/HOLIDAY,18,2118.5,2930.2
Ang Mo Kio,NS16,WEEKENDS/HOLIDAY,19,1773.6,2724.6
Ang Mo Kio,NS16,WEEKENDS/HOLIDAY,20,1365.2,2525.2
Ang Mo Kio,NS16,WEEKENDS/HOLIDAY,21,1232.9,2598.4
Ang Mo Kio,NS16,WEEKENDS/HOLIDAY,22,828.1,2612.8
Ang Mo Kio,NS16,WEEKENDS/HOLIDAY,23,330.4,1517.6
Bartley,CC12,WEEKDAY,0,0.95,10.9
Bartley,CC12,WEEKDAY,5,30.8,4.25
Bartley,CC12,WEEKDAY,6,281.8,191.6
Bartley,CC12,WEEKDAY,7,878.75,559.15
Bartley,CC12,WEEKDAY,8,1241.05,464.2
Bartley,CC12,WEEKDAY,9,682.75,234.9
Bartley,CC12,WEEKDAY,10,349.1,167.65
Bartley,CC12,WEEKDAY,11,389.25,173.05
Bartley,CC12,WEEKDAY,12,363.95,260.25
Bartley,CC12,WEEKDAY,13,624.5,369.0
Bartley,CC12,WEEKDAY,14,283.4,319.0
Bartley,CC12,WEEKDAY,15,290.2,277.2
Bartley,CC12,WEEKDAY,16,400.9,328.5
Bartley,CC12,WEEKDAY,17,537.0,559.9
Bartley,CC12,WEEKDAY,18,603.35,954.55
Bartley,CC12,WEEKDAY,19,309.6,753.5
Bartley,CC12,WEEKDAY,20,180.55,453.1
Bartley,CC12,WEEKDAY,21,144.95,394.65
Bartley,CC12,WEEKDAY,22,108.9,264.65
Bartley,CC12,WEEKDAY,23,29.25,108.55
Bartley,CC12,WEEKENDS/HOLIDAY,0,0.4,7.5
Bartley,CC12,WEEKENDS/HOLIDAY,5,1.3,0.3
Bartley,CC12,WEEKENDS/HOLIDAY,6,9.8,9.0
Bartley,CC12,WEEKENDS/HOLIDAY,7,33.5,40.8
Bartley,CC12,WEEKENDS/HOLIDAY,8,137.0,65.3
Bartley,CC12,WEEKENDS/HOLIDAY,9,374.2,199.1
Bartley,CC12,WEEKENDS/HOLIDAY,10,421.5,250.2
Bartley,CC12,WEEKENDS/HOLIDAY,11,399.5,269.3
Bartley,CC12,WEEKENDS/HOLIDAY,12,508.9,288.7
Bartley,CC12,WEEKENDS/HOLIDAY,13,451.8,320.8
Bartley,CC12,WEEKENDS/HOLIDAY,14,333.2,330.3
Bartley,CC12,WEEKENDS/HOLIDAY,15,330.6,327.9
Bartley,CC12,WEEKENDS/HOLIDAY,16,395.5,321.1
Bartley,CC12,WEEKENDS/HOLIDAY,17,477.9,344.2
Bartley,CC12,WEEKENDS/HOLIDAY,18,408.6,364.7
Bartley,CC12,WEEKENDS/HOLIDAY,19,257.4,369.2
Bartley,CC12,WEEKENDS/HOLIDAY,20,143.7,352.4
Bartley,CC12,WEEKENDS/HOLIDAY,21,105.8,336.9
Bartley,CC12,WEEKENDS/HOLIDAY,22,88.1,256.8
Bartley,CC12,WEEKENDS/HOLIDAY,23,23.1,129.6
Bayfront,CE1/DT16,WEEKDAY,0,66.4,27.45
Bayfront,CE1/DT16,WEEKDAY,5,57.4,0.0
Bayfront,CE1/DT16,WEEKDAY,6,342.35,1221.3
Bayfront,CE1/DT16,WEEKDAY,7,557.3,1407.55
Bayfront,CE1/DT16,WEEKDAY,8,539.4,2032.45
Bayfront,CE1/DT16,WEEKDAY,9,387.05,2042.1
Bayfront,CE1/DT16,WEEKDAY,10,492.2,1737.6
Bayfront,CE1/DT16,WEEKDAY,11,771.95,1793.4
Bayfront,CE1/DT16,WEEKDAY,12,949.65,1828.55
Bayfront,CE1/DT16,WEEKDAY,13,1230.8,1895.45
Bayfront,CE1/DT16,WEEKDAY,14,1293.7,1870.6
Bayfront,CE1/DT16,WEEKDAY,15,1715.25,1454.4
Bayfront,CE1/DT16,WEEKDAY,16,1737.5,1488.15
Bayfront,CE1/DT16,WEEKDAY,17,2439.05,1864.75
Bayfront,CE1/DT16,WEEKDAY,18,2792.4,2657.7
Bayfront,CE1/DT16,WEEKDAY,19,2479.6,2463.1
Bayfront,CE1/DT16,WEEKDAY,20,3705.5,1370.65
Bayfront,CE1/DT16,WEEKDAY,21,3392.5,955.8
Bayfront,CE1/DT16,WEEKDAY,22,3251.35,805.4
Bayfront,CE1/DT16,WEEKDAY,23,2117.35,280.8
Bayfront,CE1/DT16,WEEKENDS/HOLIDAY,0,88.1,31.5
Bayfront,CE1/DT16,WEEKENDS/HOLIDAY,5,43.7,0.2
Bayfront,CE1/DT16,WEEKENDS/HOLIDAY,6,574.2,1021.3
Bayfront,CE1/DT16,WEEKENDS/HOLIDAY,7,665.5,1143.5
Bayfront,CE1/DT16,WEEKENDS/HOLIDAY,8,514.6,1419.8
Bayfront,CE1/DT16,WEEKENDS/HOLIDAY,9,412.3,1735.0
Bayfront,CE1/DT16,WEEKENDS/HOLIDAY,10,891.6,2308.8
Bayfront,CE1/DT16,WEEKENDS/HOLIDAY,11,1042.7,2946.6
Bayfront,CE1/DT16,WEEKENDS/HOLIDAY,12,1210.9,2781.0
Bayfront,CE1/DT16,WEEKENDS/HOLIDAY,13,2006.9,3005.7
Bayfront,CE1/DT16,WEEKENDS/HOLIDAY,14,2066.9,3082.1
Bayfront,CE1/DT16,WEEKENDS/HOLIDAY,15,2766.1,2519.9
Bayfront,CE1/DT16,WEEKENDS/HOLIDAY,16,3111.1,2667.0
Bayfront,CE1/DT16,WEEKENDS/HOLIDAY,17,3110.5,3098.5
Bayfront,CE1/DT16,WEEKENDS/HOLIDAY,18,3053.2,3416.8
Bayfront,CE1/DT16,WEEKENDS/HOLIDAY,19,3183.9,2939.6
Bayfront,CE1/DT16,WEEKENDS/HOLIDAY,20,5051.9,1875.0
Bayfront,CE1/DT16,WEEKENDS/HOLIDAY,21,4787.7,1219.1
Bayfront,CE1/DT16,WEEKENDS/HOLIDAY,22,4194.4,1029.8
Bayfront,CE1/DT16,WEEKENDS/HOLIDAY,23,2913.9,358.4
Bayshore,TE29,WEEKDAY,0,0.4,21.1
Bayshore,TE29,WEEKDAY,5,13.95,0.35
Bayshore,TE29,WEEKDAY,6,135.4,19.75
Bayshore,TE29,WEEKDAY,7,469.25,104.85
Bayshore,TE29,WEEKDAY,8,713.0,106.35
Bayshore,TE29,WEEKDAY,9,359.25,78.3
Bayshore,TE29,WEEKDAY,10,188.35,61.7
Bayshore,TE29,WEEKDAY,11,179.55,78.35
Bayshore,TE29,WEEKDAY,12,163.0,111.65
Bayshore,TE29,WEEKDAY,13,129.35,164.2
Bayshore,TE29,WEEKDAY,14,115.25,157.25
Bayshore,TE29,WEEKDAY,15,104.85,171.1
Bayshore,TE29,WEEKDAY,16,127.75,217.9
Bayshore,TE29,WEEKDAY,17,181.75,302.9
Bayshore,TE29,WEEKDAY,18,191.6,503.3
Bayshore,TE29,WEEKDAY,19,122.65,493.85
Bayshore,TE29,WEEKDAY,20,62.2,268.45
Bayshore,TE29,WEEKDAY,21,35.0,214.7
Bayshore,TE29,WEEKDAY,22,26.25,151.7
Bayshore,TE29,WEEKDAY,23,8.75,82.2
Bayshore,TE29,WEEKENDS/HOLIDAY,0,0.3,24.9
Bayshore,TE29,WEEKENDS/HOLIDAY,5,4.0,0.2
Bayshore,TE29,WEEKENDS/HOLIDAY,6,51.2,14.7
Bayshore,TE29,WEEKENDS/HOLIDAY,7,104.1,71.6
Bayshore,TE29,WEEKENDS/HOLIDAY,8,218.0,83.3
Bayshore,TE29,WEEKENDS/HOLIDAY,9,245.7,91.2
Bayshore,TE29,WEEKENDS/HOLIDAY,10,253.7,111.7
Bayshore,TE29,WEEKENDS/HOLIDAY,11,248.1,142.5
Bayshore,TE29,WEEKENDS/HOLIDAY,12,208.9,170.0
Bayshore,TE29,WEEKENDS/HOLIDAY,13,189.7,179.7
Bayshore,TE29,WEEKENDS/HOLIDAY,14,170.5,187.8
Bayshore,TE29,WEEKENDS/HOLIDAY,15,163.6,205.8
Bayshore,TE29,WEEKENDS/HOLIDAY,16,182.4,223.4
Bayshore,TE29,WEEKENDS/HOLIDAY,17,215.7,252.9
Bayshore,TE29,WEEKENDS/HOLIDAY,18,225.8,254.2
Bayshore,TE29,WEEKENDS/HOLIDAY,19,156.3,255.4
Bayshore,TE29,WEEKENDS/HOLIDAY,20,103.0,244.3
Bayshore,TE29,WEEKENDS/HOLIDAY,21,69.7,212.5
Bayshore,TE29,WEEKENDS/HOLIDAY,22,50.6,183.7
Bayshore,TE29,WEEKENDS/HOLIDAY,23,20.6,90.5
Beauty World,DT5,WEEKDAY,0,9.9,84.35
Beauty World,DT5,WEEKDAY,5,74.95,10.7
Beauty World,DT5,WEEKDAY,6,581.1,244.55
Beauty World,DT5,WEEKDAY,7,1553.8,788.7
Beauty World,DT5,WEEKDAY,8,2063.0,1020.85
Beauty World,DT5,WEEKDAY,9,1110.2,649.8
Beauty World,DT5,WEEKDAY,10,652.1,506.3
Beauty World,DT5,WEEKDAY,11,670.75,490.05
Beauty World,DT5,WEEKDAY,12,776.55,607.35
Beauty World,DT5,WEEKDAY,13,761.4,612.25
Beauty World,DT5,WEEKDAY,14,610.2,612.4
Beauty World,DT5,WEEKDAY,15,685.8,661.8
Beauty World,DT5,WEEKDAY,16,775.35,800.15
Beauty World,DT5,WEEKDAY,17,1121.5,1336.9
Beauty World,DT5,WEEKDAY,18,1287.2,2195.6
Beauty World,DT5,WEEKDAY,19,881.05,1624.6
Beauty World,DT5,WEEKDAY,20,592.1,903.35
Beauty World,DT5,WEEKDAY,21,540.8,827.25
Beauty World,DT5,WEEKDAY,22,327.5,666.0
Beauty World,DT5,WEEKDAY,23,149.2,375.15
Beauty World,DT5,WEEKENDS/HOLIDAY,0,9.5,85.1
Beauty World,DT5,WEEKENDS/HOLIDAY,5,46.1,4.8
Beauty World,DT5,WEEKENDS/HOLIDAY,6,272.0,142.8
Beauty World,DT5,WEEKENDS/HOLIDAY,7,500.2,467.9
Beauty World,DT5,WEEKENDS/HOLIDAY,8,688.8,709.4
Beauty World,DT5,WEEKENDS/HOLIDAY,9,914.3,849.1
Beauty World,DT5,WEEKENDS/HOLIDAY,10,1029.4,734.6
Beauty World,DT5,WEEKENDS/HOLIDAY,11,1200.4,730.5
Beauty World,DT5,WEEKENDS/HOLIDAY,12,1201.2,743.4
Beauty World,DT5,WEEKENDS/HOLIDAY,13,1166.6,816.8
Beauty World,DT5,WEEKENDS/HOLIDAY,14,955.6,748.2
Beauty World,DT5,WEEKENDS/HOLIDAY,15,943.9,763.4
Beauty World,DT5,WEEKENDS/HOLIDAY,16,888.6,840.7
Beauty World,DT5,WEEKENDS/HOLIDAY,17,990.9,988.6
Beauty World,DT5,WEEKENDS/HOLIDAY,18,999.5,1066.3
Beauty World,DT5,WEEKENDS/HOLIDAY,19,765.4,974.5
Beauty World,DT5,WEEKENDS/HOLIDAY,20,502.8,820.3
Beauty World,DT5,WEEKENDS/HOLIDAY,21,396.2,804.2
Beauty World,DT5,WEEKENDS/HOLIDAY,22,261.3,725.5
Beauty World,DT5,WEEKENDS/HOLIDAY,23,103.4,418.4
Bedok,EW5,WEEKDAY,0,10.4,113.95
Bedok,EW5,WEEKDAY,5,504.55,51.05
Bedok,EW5,WEEKDAY,6,1727.65,700.6
Bedok,EW5,WEEKDAY,7,3299.2,1635.8
Bedok,EW5,WEEKDAY,8,4184.95,1709.45
Bedok,EW5,WEEKDAY,9,2400.5,1217.1
Bedok,EW5,WEEKDAY,10,1599.85,1035.5
Bedok,EW5,WEEKDAY,11,1440.7,1059.05
Bedok,EW5,WEEKDAY,12,1508.05,1227.45
Bedok,EW5,WEEKDAY,13,1512.4,1285.0
Bedok,EW5,WEEKDAY,14,1312.7,1261.05
Bedok,EW5,WEEKDAY,15,1181.5,1429.45
Bedok,EW5,WEEKDAY,16,1428.35,1773.0
Bedok,EW5,WEEKDAY,17,2487.7,2866.1
Bedok,EW5,WEEKDAY,18,2642.6,4773.75
Bedok,EW5,WEEKDAY,19,1626.3,3381.25
Bedok,EW5,WEEKDAY,20,1237.25,2055.7
Bedok,EW5,WEEKDAY,21,922.8,1945.7
Bedok,EW5,WEEKDAY,22,568.8,1716.4
Bedok,EW5,WEEKDAY,23,190.9,843.9
Bedok,EW5,WEEKENDS/HOLIDAY,0,10.2,182.7
Bedok,EW5,WEEKENDS/HOLIDAY,5,219.5,10.6
Bedok,EW5,WEEKENDS/HOLIDAY,6,845.2,364.8
Bedok,EW5,WEEKENDS/HOLIDAY,7,1331.4,834.3
Bedok,EW5,WEEKENDS/HOLIDAY,8,1831.1,967.2
Bedok,EW5,WEEKENDS/HOLIDAY,9,2190.3,1213.1
Bedok,EW5,WEEKENDS/HOLIDAY,10,2103.8,1281.3
Bedok,EW5,WEEKENDS/HOLIDAY,11,2041.7,1367.2
Bedok,EW5,WEEKENDS/HOLIDAY,12,2029.2,1566.7
Bedok,EW5,WEEKENDS/HOLIDAY,13,2011.2,1741.6
Bedok,EW5,WEEKENDS/HOLIDAY,14,1823.0,1727.4
Bedok,EW5,WEEKENDS/HOLIDAY,15,1738.0,1824.8
Bedok,EW5,WEEKENDS/HOLIDAY,16,1828.0,2031.6
Bedok,EW5,WEEKENDS/HOLIDAY,17,1939.8,2368.9
Bedok,EW5,WEEKENDS/HOLIDAY,18,1864.9,2436.7
Bedok,EW5,WEEKENDS/HOLIDAY,19,1506.6,2150.2
Bedok,EW5,WEEKENDS/HOLIDAY,20,1244.7,1856.9
Bedok,EW5,WEEKENDS/HOLIDAY,21,985.3,1815.2
Bedok,EW5,WEEKENDS/HOLIDAY,22,664.9,1904.1
Bedok,EW5,WEEKENDS/HOLIDAY,23,213.7,996.7
Bedok North,DT29,WEEKDAY,0,1.7,36.45
Bedok North,DT29,WEEKDAY,5,101.5,3.55
Bedok North,DT29,WEEKDAY,6,599.45,115.05
Bedok North,DT29,WEEKDAY,7,1319.3,449.25
Bedok North,DT29,WEEKDAY,8,1569.0,520.3
Bedok North,DT29,WEEKDAY,9,812.55,245.75
Bedok North,DT29,WEEKDAY,10,416.85,129.6
Bedok North,DT29,WEEKDAY,11,324.4,140.15
Bedok North,DT29,WEEKDAY,12,306.4,190.45
Bedok North,DT29,WEEKDAY,13,294.9,242.65
Bedok North,DT29,WEEKDAY,14,237.4,213.15
Bedok North,DT29,WEEKDAY,15,208.4,258.1
Bedok North,DT29,WEEKDAY,16,248.1,380.65
Bedok North,DT29,WEEKDAY,17,570.8,641.65
Bedok North,DT29,WEEKDAY,18,668.15,1253.9
Bedok North,DT29,WEEKDAY,19,323.5,936.2
Bedok North,DT29,WEEKDAY,20,183.6,616.7
Bedok North,DT29,WEEKDAY,21,133.05,551.15
Bedok North,DT29,WEEKDAY,22,95.4,476.3
Bedok North,DT29,WEEKDAY,23,33.4,239.9
Bedok North,DT29,WEEKENDS/HOLIDAY,0,1.9,42.1
Bedok North,DT29,WEEKENDS/HOLIDAY,5,37.7,1.3
Bedok North,DT29,WEEKENDS/HOLIDAY,6,243.7,54.4
Bedok North,DT29,WEEKENDS/HOLIDAY,7,355.0,137.6
Bedok North,DT29,WEEKENDS/HOLIDAY,8,440.3,155.2
Bedok North,DT29,WEEKENDS/HOLIDAY,9,526.5,158.6
Bedok North,DT29,WEEKENDS/HOLIDAY,10,458.9,134.2
Bedok North,DT29,WEEKENDS/HOLIDAY,11,419.1,167.6
Bedok North,DT29,WEEKENDS/HOLIDAY,12,433.4,219.6
Bedok North,DT29,WEEKENDS/HOLIDAY,13,382.4,259.0
Bedok North,DT29,WEEKENDS/HOLIDAY,14,328.3,282.8
Bedok North,DT29,WEEKENDS/HOLIDAY,15,315.3,318.2
Bedok North,DT29,WEEKENDS/HOLIDAY,16,337.0,350.2
Bedok North,DT29,WEEKENDS/HOLIDAY,17,401.9,399.8
Bedok North,DT29,WEEKENDS/HOLIDAY,18,372.3,435.7
Bedok North,DT29,WEEKENDS/HOLIDAY,19,288.8,441.9
Bedok North,DT29,WEEKENDS/HOLIDAY,20,176.9,482.3
Bedok North,DT29,WEEKENDS/HOLIDAY,21,133.7,504.5
Bedok North,DT29,WEEKENDS/HOLIDAY,22,88.9,502.4
Bedok North,DT29,WEEKENDS/HOLIDAY,23,34.5,277.1
Bedok Reservoir,DT30,WEEKDAY,0,1.0,42.4
Bedok Reservoir,DT30,WEEKDAY,5,94.95,5.8
Bedok Reservoir,DT30,WEEKDAY,6,533.45,122.5
Bedok Reservoir,DT30,WEEKDAY,7,1509.45,257.4
Bedok Reservoir,DT30,WEEKDAY,8,2063.75,288.7
Bedok Reservoir,DT30,WEEKDAY,9,1016.6,179.4
Bedok Reservoir,DT30,WEEKDAY,10,500.5,125.3
Bedok Reservoir,DT30,WEEKDAY,11,400.0,143.35
Bedok Reservoir,DT30,WEEKDAY,12,359.95,220.3
Bedok Reservoir,DT30,WEEKDAY,13,348.6,282.35
Bedok Reservoir,DT30,WEEKDAY,14,270.1,284.45
Bedok Reservoir,DT30,WEEKDAY,15,232.5,313.0
Bedok Reservoir,DT30,WEEKDAY,16,279.45,465.0
Bedok Reservoir,DT30,WEEKDAY,17,396.2,858.75
Bedok Reservoir,DT30,WEEKDAY,18,446.8,1585.25
Bedok Reservoir,DT30,WEEKDAY,19,276.25,1198.6
Bedok Reservoir,DT30,WEEKDAY,20,136.95,723.8
Bedok Reservoir,DT30,WEEKDAY,21,121.85,628.65
Bedok Reservoir,DT30,WEEKDAY,22,81.5,540.8
Bedok Reservoir,DT30,WEEKDAY,23,25.85,297.65
Bedok Reservoir,DT30,WEEKENDS/HOLIDAY,0,1.2,59.6
Bedok Reservoir,DT30,WEEKENDS/HOLIDAY,5,38.8,1.1
Bedok Reservoir,DT30,WEEKENDS/HOLIDAY,6,201.7,56.2
Bedok Reservoir,DT30,WEEKENDS/HOLIDAY,7,339.6,171.4
Bedok Reservoir,DT30,WEEKENDS/HOLIDAY,8,519.8,172.9
Bedok Reservoir,DT30,WEEKENDS/HOLIDAY,9,603.5,189.9
Bedok Reservoir,DT30,WEEKENDS/HOLIDAY,10,579.8,195.5
Bedok Reservoir,DT30,WEEKENDS/HOLIDAY,11,545.5,209.8
Bedok Reservoir,DT30,WEEKENDS/HOLIDAY,12,513.1,279.6
Bedok Reservoir,DT30,WEEKENDS/HOLIDAY,13,466.8,355.0
Bedok Reservoir,DT30,WEEKENDS/HOLIDAY,14,377.6,376.3
Bedok Reservoir,DT30,WEEKENDS/HOLIDAY,15,357.6,394.9
Bedok Reservoir,DT30,WEEKENDS/HOLIDAY,16,383.6,431.3
Bedok Reservoir,DT30,WEEKENDS/HOLIDAY,17,478.9,465.4
Bedok Reservoir,DT30,WEEKENDS/HOLIDAY,18,414.4,542.6
Bedok Reservoir,DT30,WEEKENDS/HOLIDAY,19,301.5,537.9
Bedok Reservoir,DT30,WEEKENDS/HOLIDAY,20,178.1,551.4
Bedok Reservoir,DT30,WEEKENDS/HOLIDAY,21,150.1,545.6
Bedok Reservoir,DT30,WEEKENDS/HOLIDAY,22,103.2,541.5
Bedok Reservoir,DT30,WEEKENDS/HOLIDAY,23,33.9,295.9
Bencoolen,DT21,WEEKDAY,0,15.1,18.25
Bencoolen,DT21,WEEKDAY,5,4.45,0.0
Bencoolen,DT21,WEEKDAY,6,61.65,125.8
Bencoolen,DT21,WEEKDAY,7,185.35,460.9
Bencoolen,DT21,WEEKDAY,8,491.4,1168.35
Bencoolen,DT21,WEEKDAY,9,369.7,880.15
Bencoolen,DT21,WEEKDAY,10,303.1,475.5
Bencoolen,DT21,WEEKDAY,11,333.95,527.5
Bencoolen,DT21,WEEKDAY,12,379.1,543.55
Bencoolen,DT21,WEEKDAY,13,449.9,464.1
Bencoolen,DT21,WEEKDAY,14,340.25,434.85
Bencoolen,DT21,WEEKDAY,15,459.7,408.45
