YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2024-08,WEEKDAY,6,TRAIN,CC3,194,3974
2024-08,WEEKENDS/HOLIDAY,6,TRAIN,CC3,139,1249
2024-08,WEEKDAY,9,TRAIN,CC20,9104,5010
2024-08,WEEKENDS/HOLIDAY,9,TRAIN,CC20,2812,2090
2024-08,WEEKDAY,8,TRAIN,EW16/NE3/TE17,33751,133035
2024-08,WEEKENDS/HOLIDAY,8,TRAIN,EW16/NE3/TE17,7323,10515
2024-08,WEEKENDS/HOLIDAY,11,TRAIN,EW18,9239,6693
2024-08,WEEKDAY,11,TRAIN,EW18,17559,13305
2024-08,WEEKENDS/HOLIDAY,8,TRAIN,TE7,2587,2736
2024-08,WEEKDAY,8,TRAIN,TE7,15799,16979
2024-08,WEEKDAY,5,TRAIN,CC17/TE9,1877,218
2024-08,WEEKENDS/HOLIDAY,5,TRAIN,CC17/TE9,383,27
2024-08,WEEKENDS/HOLIDAY,12,TRAIN,BP2,1731,1041
2024-08,WEEKDAY,12,TRAIN,BP2,2564,1607
2024-08,WEEKENDS/HOLIDAY,17,TRAIN,EW12/DT14,48011,42373
2024-08,WEEKDAY,17,TRAIN,EW12/DT14,114589,76185
2024-08,WEEKDAY,22,TRAIN,PE7,878,3701
2024-08,WEEKENDS/HOLIDAY,22,TRAIN,PE7,294,2055
2024-08,WEEKENDS/HOLIDAY,19,TRAIN,BP9,705,1132
2024-08,WEEKDAY,19,TRAIN,BP9,1879,4895
2024-08,WEEKDAY,11,TRAIN,NE17/PTC,37170,32897
2024-08,WEEKENDS/HOLIDAY,11,TRAIN,NE17/PTC,24693,20880
2024-08,WEEKENDS/HOLIDAY,0,TRAIN,TE15,34,107
2024-08,WEEKDAY,0,TRAIN,TE15,66,205
2024-08,WEEKDAY,21,TRAIN,NS7,21884,38285
2024-08,WEEKENDS/HOLIDAY,21,TRAIN,NS7,16043,14300
2024-08,WEEKDAY,21,TRAIN,BP5,1108,1885
2024-08,WEEKENDS/HOLIDAY,21,TRAIN,BP5,488,751
2024-08,WEEKDAY,8,TRAIN,TE15,13765,15807
2024-08,WEEKENDS/HOLIDAY,8,TRAIN,TE15,1922,2683
2024-08,WEEKDAY,23,TRAIN,CC19/DT9,1188,1225
2024-08,WEEKENDS/HOLIDAY,23,TRAIN,CC19/DT9,550,604
2024-08,WEEKENDS/HOLIDAY,9,TRAIN,EW27,19564,12689
2024-08,WEEKDAY,9,TRAIN,EW27,46066,38042
2024-08,WEEKDAY,7,TRAIN,TE15,9302,10098
2024-08,WEEKENDS/HOLIDAY,7,TRAIN,TE15,989,2057
2024-08,WEEKENDS/HOLIDAY,8,TRAIN,EW15,2784,9708
2024-08,WEEKDAY,8,TRAIN,EW15,17370,226107
2024-08,WEEKENDS/HOLIDAY,23,TRAIN,EW22,456,1189
2024-08,WEEKDAY,23,TRAIN,EW22,1282,2320
2024-08,WEEKENDS/HOLIDAY,8,TRAIN,CE1/DT16,4500,16254
2024-08,WEEKDAY,8,TRAIN,CE1/DT16,9914,48458
2024-08,WEEKENDS/HOLIDAY,14,TRAIN,NS8,8475,6970
2024-08,WEEKDAY,14,TRAIN,NS8,13845,13438
2024-08,WEEKDAY,6,TRAIN,TE13,771,3094
2024-08,WEEKENDS/HOLIDAY,6,TRAIN,TE13,168,820
2024-08,WEEKENDS/HOLIDAY,23,TRAIN,TE16,1103,2206
2024-08,WEEKDAY,23,TRAIN,TE16,2423,4309
2024-08,WEEKENDS/HOLIDAY,22,TRAIN,DT25,680,2124
2024-08,WEEKDAY,22,TRAIN,DT25,1528,4692
2024-08,WEEKDAY,19,TRAIN,DT23,10744,6841
2024-08,WEEKENDS/HOLIDAY,19,TRAIN,DT23,1843,1488
2024-08,WEEKENDS/HOLIDAY,7,TRAIN,CG2,7019,9600
2024-08,WEEKDAY,7,TRAIN,CG2,15493,24376
2024-08,WEEKDAY,23,TRAIN,TE6,1185,8403
2024-08,WEEKENDS/HOLIDAY,23,TRAIN,TE6,634,4174
2024-08,WEEKDAY,5,TRAIN,CC12,1016,103
2024-08,WEEKENDS/HOLIDAY,5,TRAIN,CC12,191,8
2024-08,WEEKENDS/HOLIDAY,7,TRAIN,EW16/NE3/TE17,5578,10513
2024-08,WEEKDAY,7,TRAIN,EW16/NE3/TE17,26666,103902
2024-08,WEEKDAY,16,TRAIN,NS23,44766,39994
2024-08,WEEKENDS/HOLIDAY,16,TRAIN,NS23,28998,26200
2024-08,WEEKENDS/HOLIDAY,23,TRAIN,TE15,924,771
2024-08,WEEKDAY,23,TRAIN,TE15,1736,1600
2024-08,WEEKDAY,5,TRAIN,PE6,2212,238
2024-08,WEEKENDS/HOLIDAY,5,TRAIN,PE6,401,45
2024-08,WEEKDAY,19,TRAIN,DT33,14313,51310
2024-08,WEEKENDS/HOLIDAY,19,TRAIN,DT33,4923,8942
2024-08,WEEKDAY,8,TRAIN,NS24/NE6/CC1,25708,56924
2024-08,WEEKENDS/HOLIDAY,8,TRAIN,NS24/NE6/CC1,3364,9784
2024-08,WEEKDAY,23,TRAIN,PE1,282,2387
2024-08,WEEKENDS/HOLIDAY,23,TRAIN,PE1,199,1187
2024-08,WEEKENDS/HOLIDAY,19,TRAIN,NE1/CC29,46769,20282
2024-08,WEEKDAY,19,TRAIN,NE1/CC29,111348,50773
2024-08,WEEKENDS/HOLIDAY,7,TRAIN,BP11,1709,344
2024-08,WEEKDAY,7,TRAIN,BP11,20230,2484
2024-08,WEEKDAY,20,TRAIN,BP4,2210,2999
2024-08,WEEKENDS/HOLIDAY,20,TRAIN,BP4,336,1021
2024-08,WEEKDAY,7,TRAIN,CC3,803,7573
2024-08,WEEKENDS/HOLIDAY,7,TRAIN,CC3,345,2439
2024-08,WEEKDAY,10,TRAIN,DT13,8968,15042
2024-08,WEEKENDS/HOLIDAY,10,TRAIN,DT13,4772,6872
2024-08,WEEKENDS/HOLIDAY,7,TRAIN,SW7,1017,298
2024-08,WEEKDAY,7,TRAIN,SW7,9705,3405
2024-08,WEEKDAY,21,TRAIN,DT30,2558,12621
2024-08,WEEKENDS/HOLIDAY,21,TRAIN,DT30,1219,5243
2024-08,WEEKDAY,15,TRAIN,NE14,25709,28382
2024-08,WEEKENDS/HOLIDAY,15,TRAIN,NE14,14321,14457
2024-08,WEEKDAY,17,TRAIN,NE1/CC29,109215,55664
2024-08,WEEKENDS/HOLIDAY,17,TRAIN,NE1/CC29,43886,32003
2024-08,WEEKENDS/HOLIDAY,21,TRAIN,EW21/CC22,9863,6490
2024-08,WEEKDAY,21,TRAIN,EW21/CC22,26931,13575
2024-08,WEEKENDS/HOLIDAY,23,TRAIN,NS8,2673,4495
2024-08,WEEKDAY,23,TRAIN,NS8,3543,9795
2024-08,WEEKDAY,0,TRAIN,EW33,0,252
2024-08,WEEKENDS/HOLIDAY,0,TRAIN,EW33,0,263
2024-08,WEEKENDS/HOLIDAY,13,TRAIN,NS16,21814,20662
2024-08,WEEKDAY,13,TRAIN,NS16,38653,36273
2024-08,WEEKDAY,15,TRAIN,SW4,1880,3685
2024-08,WEEKENDS/HOLIDAY,15,TRAIN,SW4,1430,1512
2024-08,WEEKENDS/HOLIDAY,5,TRAIN,TE19,15,0
2024-08,WEEKDAY,5,TRAIN,TE19,53,11
2024-08,WEEKENDS/HOLIDAY,12,TRAIN,DT6,4184,2503
2024-08,WEEKDAY,12,TRAIN,DT6,8753,6410
2024-08,WEEKDAY,17,TRAIN,BP8,3266,2567
2024-08,WEEKENDS/HOLIDAY,17,TRAIN,BP8,799,715
2024-08,WEEKENDS/HOLIDAY,9,TRAIN,TE12,1387,2811
2024-08,WEEKDAY,9,TRAIN,TE12,6405,12713
2024-08,WEEKDAY,5,TRAIN,NE13,4156,584
2024-08,WEEKENDS/HOLIDAY,5,TRAIN,NE13,692,145
2024-08,WEEKENDS/HOLIDAY,9,TRAIN,EW24/NS1,14425,24360
2024-08,WEEKDAY,9,TRAIN,EW24/NS1,36367,85721
2024-08,WEEKENDS/HOLIDAY,11,TRAIN,DT18,2960,4320
2024-08,WEEKDAY,11,TRAIN,DT18,12624,17652
2024-08,WEEKDAY,14,TRAIN,DT21,6843,7591
2024-08,WEEKENDS/HOLIDAY,14,TRAIN,DT21,4123,4824
2024-08,WEEKENDS/HOLIDAY,6,TRAIN,NS17/CC15,6074,3627
2024-08,WEEKDAY,6,TRAIN,NS17/CC15,37923,25398
2024-08,WEEKENDS/HOLIDAY,18,TRAIN,DT22,7878,10366
2024-08,WEEKDAY,18,TRAIN,DT22,15378,25426
2024-08,WEEKENDS/HOLIDAY,17,TRAIN,TE18,7487,7166
2024-08,WEEKDAY,17,TRAIN,TE18,20116,12160
2024-08,WEEKDAY,19,TRAIN,EW9,25340,60059
2024-08,WEEKENDS/HOLIDAY,19,TRAIN,EW9,13035,18989
2024-08,WEEKDAY,9,TRAIN,NS27/CE2/TE20,1408,26346
2024-08,WEEKENDS/HOLIDAY,9,TRAIN,NS27/CE2/TE20,714,1534
2024-08,WEEKDAY,17,TRAIN,TE1,20421,4268
2024-08,WEEKENDS/HOLIDAY,17,TRAIN,TE1,2590,2111
2024-08,WEEKENDS/HOLIDAY,11,TRAIN,DT30,4722,1850
2024-08,WEEKDAY,11,TRAIN,DT30,7684,3144
2024-08,WEEKDAY,5,TRAIN,NS8,14382,2341
2024-08,WEEKENDS/HOLIDAY,5,TRAIN,NS8,2800,468
2024-08,WEEKENDS/HOLIDAY,14,TRAIN,EW9,12141,11734
2024-08,WEEKDAY,14,TRAIN,EW9,18280,15384
2024-08,WEEKDAY,8,TRAIN,DT34,14107,12518
2024-08,WEEKENDS/HOLIDAY,8,TRAIN,DT34,1496,1259
2024-08,WEEKDAY,15,TRAIN,TE4,4612,3723
2024-08,WEEKENDS/HOLIDAY,15,TRAIN,TE4,2823,1861
2024-08,WEEKENDS/HOLIDAY,23,TRAIN,NE12/CC13,4576,11880
2024-08,WEEKDAY,23,TRAIN,NE12/CC13,8889,25365
2024-08,WEEKDAY,6,TRAIN,NS3,46537,9713
2024-08,WEEKENDS/HOLIDAY,6,TRAIN,NS3,7302,2540
2024-08,WEEKENDS/HOLIDAY,20,TRAIN,CG2,14887,10165
2024-08,WEEKDAY,20,TRAIN,CG2,27686,19469
2024-08,WEEKENDS/HOLIDAY,7,TRAIN,CC2,307,1056
2024-08,WEEKDAY,7,TRAIN,CC2,1315,7647
2024-08,WEEKENDS/HOLIDAY,10,TRAIN,EW8/CC9,19214,40803
2024-08,WEEKDAY,10,TRAIN,EW8/CC9,24789,48854
2024-08,WEEKDAY,12,TRAIN,NS28,2780,1373
2024-08,WEEKENDS/HOLIDAY,12,TRAIN,NS28,2962,2782
2024-08,WEEKENDS/HOLIDAY,23,TRAIN,SE4,113,883
2024-08,WEEKDAY,23,TRAIN,SE4,204,1942
2024-08,WEEKENDS/HOLIDAY,13,TRAIN,EW20,6929,5405
2024-08,WEEKDAY,13,TRAIN,EW20,13370,12564
2024-08,WEEKENDS/HOLIDAY,18,TRAIN,BP11,1328,1780
2024-08,WEEKDAY,18,TRAIN,BP11,3380,11224
2024-08,WEEKDAY,13,TRAIN,NS15,20027,16626
2024-08,WEEKENDS/HOLIDAY,13,TRAIN,NS15,6618,4751
2024-08,WEEKENDS/HOLIDAY,21,TRAIN,TE19,2650,1370
2024-08,WEEKDAY,21,TRAIN,TE19,10238,2397
2024-08,WEEKENDS/HOLIDAY,6,TRAIN,EW19,2774,1463
2024-08,WEEKDAY,6,TRAIN,EW19,20019,8175
2024-08,WEEKDAY,22,TRAIN,CC14,2481,5064
2024-08,WEEKENDS/HOLIDAY,22,TRAIN,CC14,1036,2209
2024-08,WEEKENDS/HOLIDAY,20,TRAIN,CC16,1687,2895
2024-08,WEEKDAY,20,TRAIN,CC16,5199,8271
2024-08,WEEKDAY,8,TRAIN,CC16,19876,22809
2024-08,WEEKENDS/HOLIDAY,8,TRAIN,CC16,2614,3448
2024-08,WEEKDAY,19,TRAIN,NS5,21573,80260
2024-08,WEEKENDS/HOLIDAY,19,TRAIN,NS5,9063,17306
2024-08,WEEKDAY,21,TRAIN,NS23,66841,15521
2024-08,WEEKENDS/HOLIDAY,21,TRAIN,NS23,28134,8859
2024-08,WEEKENDS/HOLIDAY,6,TRAIN,EW2/DT32,8673,4530
2024-08,WEEKDAY,6,TRAIN,EW2/DT32,57280,25655
2024-08,WEEKDAY,22,TRAIN,NS2,9960,27328
2024-08,WEEKENDS/HOLIDAY,22,TRAIN,NS2,4570,12707
2024-08,WEEKDAY,9,TRAIN,NS11,55258,19985
2024-08,WEEKENDS/HOLIDAY,9,TRAIN,NS11,24144,9758
2024-08,WEEKENDS/HOLIDAY,14,TRAIN,DT31,3586,3694
2024-08,WEEKDAY,14,TRAIN,DT31,5609,6605
2024-08,WEEKENDS/HOLIDAY,22,TRAIN,NE17/PTC,9964,16738
2024-08,WEEKDAY,22,TRAIN,NE17/PTC,17324,34863
2024-08,WEEKDAY,6,TRAIN,TE8,6488,3122
2024-08,WEEKENDS/HOLIDAY,6,TRAIN,TE8,805,989
2024-08,WEEKDAY,12,TRAIN,NE7/DT12,42913,37715
2024-08,WEEKENDS/HOLIDAY,12,TRAIN,NE7/DT12,19968,28480
2024-08,WEEKDAY,8,TRAIN,PE4,3882,1452
2024-08,WEEKENDS/HOLIDAY,8,TRAIN,PE4,826,398
2024-08,WEEKDAY,15,TRAIN,DT34,4394,3457
2024-08,WEEKENDS/HOLIDAY,15,TRAIN,DT34,1909,1790
2024-08,WEEKENDS/HOLIDAY,23,TRAIN,TE1,206,1003
2024-08,WEEKDAY,23,TRAIN,TE1,313,1222
2024-08,WEEKENDS/HOLIDAY,10,TRAIN,TE6,7096,2436
2024-08,WEEKDAY,10,TRAIN,TE6,13000,3891
2024-08,WEEKDAY,17,TRAIN,BP7,1205,2134
2024-08,WEEKENDS/HOLIDAY,17,TRAIN,BP7,349,545
2024-08,WEEKENDS/HOLIDAY,19,TRAIN,DT21,5153,2916
2024-08,WEEKDAY,19,TRAIN,DT21,15188,10416
2024-08,WEEKENDS/HOLIDAY,18,TRAIN,PE6,3547,3863
2024-08,WEEKDAY,18,TRAIN,PE6,8683,18052
2024-08,WEEKDAY,0,TRAIN,DT34,8,621
2024-08,WEEKENDS/HOLIDAY,0,TRAIN,DT34,2,386
2024-08,WEEKENDS/HOLIDAY,20,TRAIN,CC11,6053,4581
2024-08,WEEKDAY,20,TRAIN,CC11,25022,10172
2024-08,WEEKENDS/HOLIDAY,6,TRAIN,NS8,7733,2790
2024-08,WEEKDAY,6,TRAIN,NS8,51545,12328
2024-08,WEEKDAY,0,TRAIN,SW6,17,587
2024-08,WEEKENDS/HOLIDAY,0,TRAIN,SW6,19,300
2024-08,WEEKDAY,16,TRAIN,NE8,28851,29989
2024-08,WEEKENDS/HOLIDAY,16,TRAIN,NE8,22537,24402
2024-08,WEEKDAY,11,TRAIN,EW9,17271,12592
2024-08,WEEKENDS/HOLIDAY,11,TRAIN,EW9,11476,9770
2024-08,WEEKENDS/HOLIDAY,11,TRAIN,DT31,4240,2578
2024-08,WEEKDAY,11,TRAIN,DT31,6754,4167
2024-08,WEEKENDS/HOLIDAY,16,TRAIN,EW6,5384,6342
2024-08,WEEKDAY,16,TRAIN,EW6,9013,14208
2024-08,WEEKDAY,15,TRAIN,NE11,17000,14056
2024-08,WEEKENDS/HOLIDAY,15,TRAIN,NE11,7543,7046
2024-08,WEEKDAY,10,TRAIN,SE5,3319,1190
2024-08,WEEKENDS/HOLIDAY,10,TRAIN,SE5,1981,801
2024-08,WEEKENDS/HOLIDAY,16,TRAIN,BP6/DT1,19051,20392
2024-08,WEEKDAY,16,TRAIN,BP6/DT1,31419,47195
2024-08,WEEKDAY,14,TRAIN,CC24,26771,25553
2024-08,WEEKENDS/HOLIDAY,14,TRAIN,CC24,6495,4772
2024-08,WEEKENDS/HOLIDAY,7,TRAIN,NS18,5868,2303
2024-08,WEEKDAY,7,TRAIN,NS18,36007,18371
2024-08,WEEKDAY,20,TRAIN,NE9,19063,25859
2024-08,WEEKENDS/HOLIDAY,20,TRAIN,NE9,7004,10426
2024-08,WEEKDAY,21,TRAIN,DT27,5810,8841
2024-08,WEEKENDS/HOLIDAY,21,TRAIN,DT27,1992,4808
2024-08,WEEKDAY,21,TRAIN,CE1/DT16,91360,20703
2024-08,WEEKENDS/HOLIDAY,21,TRAIN,CE1/DT16,72005,11232
2024-08,WEEKDAY,16,TRAIN,EW29,25936,5207
2024-08,WEEKENDS/HOLIDAY,16,TRAIN,EW29,8208,4908
2024-08,WEEKENDS/HOLIDAY,8,TRAIN,TE12,996,3387
2024-08,WEEKDAY,8,TRAIN,TE12,6037,22410
2024-08,WEEKDAY,20,TRAIN,TE22,12168,5631
2024-08,WEEKENDS/HOLIDAY,20,TRAIN,TE22,12852,3795
2024-08,WEEKDAY,23,TRAIN,DT20,4112,2175
2024-08,WEEKENDS/HOLIDAY,23,TRAIN,DT20,1777,1175
2024-08,WEEKENDS/HOLIDAY,16,TRAIN,EW15,12493,8678
2024-08,WEEKDAY,16,TRAIN,EW15,45315,19360
2024-08,WEEKDAY,9,TRAIN,EW32,1443,4678
2024-08,WEEKENDS/HOLIDAY,9,TRAIN,EW32,1855,630
2024-08,WEEKDAY,16,TRAIN,NS7,21741,24865
2024-08,WEEKENDS/HOLIDAY,16,TRAIN,NS7,13946,10334
2024-08,WEEKENDS/HOLIDAY,23,TRAIN,NS15,1153,2504
2024-08,WEEKDAY,23,TRAIN,NS15,3551,4979
2024-08,WEEKENDS/HOLIDAY,9,TRAIN,TE15,2685,4404
2024-08,WEEKDAY,9,TRAIN,TE15,9662,14191
2024-08,WEEKDAY,22,TRAIN,EW26,7991,38998
2024-08,WEEKENDS/HOLIDAY,22,TRAIN,EW26,4141,17781
2024-08,WEEKENDS/HOLIDAY,12,TRAIN,NE5,5551,8011
2024-08,WEEKDAY,12,TRAIN,NE5,12488,15515
2024-08,WEEKDAY,11,TRAIN,TE13,5521,4692
2024-08,WEEKENDS/HOLIDAY,11,TRAIN,TE13,2794,2753
2024-08,WEEKDAY,10,TRAIN,NE4/DT19,31740,69293
2024-08,WEEKENDS/HOLIDAY,10,TRAIN,NE4/DT19,16628,34842
2024-08,WEEKENDS/HOLIDAY,19,TRAIN,NE7/DT12,25642,22616
2024-08,WEEKDAY,19,TRAIN,NE7/DT12,42817,47964
2024-08,WEEKENDS/HOLIDAY,19,TRAIN,DT3,2587,4405
2024-08,WEEKDAY,19,TRAIN,DT3,6187,20923
2024-08,WEEKENDS/HOLIDAY,17,TRAIN,NS2,13455,16226
2024-08,WEEKDAY,17,TRAIN,NS2,44324,57722
2024-08,WEEKDAY,0,TRAIN,TE13,62,177
2024-08,WEEKENDS/HOLIDAY,0,TRAIN,TE13,28,88
2024-08,WEEKENDS/HOLIDAY,18,TRAIN,TE18,7161,8051
2024-08,WEEKDAY,18,TRAIN,TE18,29893,21659
2024-08,WEEKDAY,23,TRAIN,EW30,126,485
2024-08,WEEKENDS/HOLIDAY,23,TRAIN,EW30,79,620
2024-08,WEEKDAY,10,TRAIN,SW7,3249,1148
2024-08,WEEKENDS/HOLIDAY,10,TRAIN,SW7,1709,621
2024-08,WEEKDAY,18,TRAIN,PE5,6179,14824
2024-08,WEEKENDS/HOLIDAY,18,TRAIN,PE5,2339,3121
2024-08,WEEKENDS/HOLIDAY,13,TRAIN,NE11,8498,7867
2024-08,WEEKDAY,13,TRAIN,NE11,15068,13163
2024-08,WEEKENDS/HOLIDAY,22,TRAIN,PW3,213,1079
2024-08,WEEKDAY,22,TRAIN,PW3,507,1767
2024-08,WEEKENDS/HOLIDAY,18,TRAIN,TE12,2440,1220
2024-08,WEEKDAY,18,TRAIN,TE12,11657,5698
2024-08,WEEKENDS/HOLIDAY,20,TRAIN,SE3,511,2063
2024-08,WEEKDAY,20,TRAIN,SE3,1006,6043
2024-08,WEEKENDS/HOLIDAY,12,TRAIN,DT13,6380,7340
2024-08,WEEKDAY,12,TRAIN,DT13,12496,17375
2024-08,WEEKENDS/HOLIDAY,20,TRAIN,TE3,2527,4932
2024-08,WEEKDAY,20,TRAIN,TE3,6853,14018
2024-08,WEEKDAY,23,TRAIN,NS16,7844,27376
2024-08,WEEKENDS/HOLIDAY,23,TRAIN,NS16,3472,13315
2024-08,WEEKDAY,5,TRAIN,CC11,1167,1378
2024-08,WEEKENDS/HOLIDAY,5,TRAIN,CC11,355,197
2024-08,WEEKDAY,9,TRAIN,TE13,4347,9265
2024-08,WEEKENDS/HOLIDAY,9,TRAIN,TE13,1642,2444
2024-08,WEEKENDS/HOLIDAY,17,TRAIN,EW9,14688,17041
2024-08,WEEKDAY,17,TRAIN,EW9,33876,32975
2024-08,WEEKENDS/HOLIDAY,17,TRAIN,TE3,5139,3862
2024-08,WEEKDAY,17,TRAIN,TE3,24035,16200
2024-08,WEEKENDS/HOLIDAY,22,TRAIN,CC10/DT26,2400,6616
2024-08,WEEKDAY,22,TRAIN,CC10/DT26,6323,13772
2024-08,WEEKDAY,22,TRAIN,PE6,1817,4494
2024-08,WEEKENDS/HOLIDAY,22,TRAIN,PE6,935,2175
2024-08,WEEKDAY,9,TRAIN,TE5,7693,3154
2024-08,WEEKENDS/HOLIDAY,9,TRAIN,TE5,2778,1096
2024-08,WEEKENDS/HOLIDAY,13,TRAIN,NS27/CE2/TE20,2105,3099
2024-08,WEEKDAY,13,TRAIN,NS27/CE2/TE20,3928,8454
2024-08,WEEKDAY,0,TRAIN,NS24/NE6/CC1,464,373
2024-08,WEEKENDS/HOLIDAY,0,TRAIN,NS24/NE6/CC1,181,212
2024-08,WEEKDAY,14,TRAIN,BP9,1947,1738
2024-08,WEEKENDS/HOLIDAY,14,TRAIN,BP9,1223,884
2024-08,WEEKENDS/HOLIDAY,19,TRAIN,EW24/NS1,48253,35128
2024-08,WEEKDAY,19,TRAIN,EW24/NS1,136358,103270
2024-08,WEEKENDS/HOLIDAY,12,TRAIN,NS23,13728,28760
2024-08,WEEKDAY,12,TRAIN,NS23,26692,51308
2024-08,WEEKENDS/HOLIDAY,21,TRAIN,PE4,536,1089
2024-08,WEEKDAY,21,TRAIN,PE4,919,2155
2024-08,WEEKDAY,13,TRAIN,NE4/DT19,84759,62977
2024-08,WEEKENDS/HOLIDAY,13,TRAIN,NE4/DT19,35119,38594
2024-08,WEEKENDS/HOLIDAY,20,TRAIN,PE5,933,3012
2024-08,WEEKDAY,20,TRAIN,PE5,1968,9326
2024-08,WEEKENDS/HOLIDAY,20,TRAIN,TE13,1745,1665
2024-08,WEEKDAY,20,TRAIN,TE13,5228,3222
2024-08,WEEKDAY,15,TRAIN,CC26,3660,2669
2024-08,WEEKENDS/HOLIDAY,15,TRAIN,CC26,1471,1124
2024-08,WEEKENDS/HOLIDAY,22,TRAIN,NS19,6287,16491
2024-08,WEEKDAY,22,TRAIN,NS19,13818,35269
2024-08,WEEKDAY,21,TRAIN,NS8,11946,22228
2024-08,WEEKENDS/HOLIDAY,21,TRAIN,NS8,6115,8079
2024-08,WEEKENDS/HOLIDAY,11,TRAIN,PE2,3702,1734
2024-08,WEEKDAY,11,TRAIN,PE2,5934,3391
2024-08,WEEKDAY,11,TRAIN,EW28,22993,16102
2024-08,WEEKENDS/HOLIDAY,11,TRAIN,EW28,16386,6611
2024-08,WEEKENDS/HOLIDAY,10,TRAIN,EW14/NS26,6295,14695
2024-08,WEEKDAY,10,TRAIN,EW14/NS26,20351,85234
2024-08,WEEKDAY,14,TRAIN,CC4/DT15,19701,21163
2024-08,WEEKENDS/HOLIDAY,14,TRAIN,CC4/DT15,10874,15729
2024-08,WEEKDAY,7,TRAIN,EW3,42272,26101
2024-08,WEEKENDS/HOLIDAY,7,TRAIN,EW3,5285,3111
2024-08,WEEKENDS/HOLIDAY,8,TRAIN,EW12/DT14,6791,16545
2024-08,WEEKDAY,8,TRAIN,EW12/DT14,25646,123591
2024-08,WEEKENDS/HOLIDAY,19,TRAIN,DT8,1282,1836
2024-08,WEEKDAY,19,TRAIN,DT8,6847,6265
2024-08,WEEKDAY,11,TRAIN,NE9,25217,15651
2024-08,WEEKENDS/HOLIDAY,11,TRAIN,NE9,13587,8501
2024-08,WEEKDAY,19,TRAIN,CC17/TE9,8543,11997
2024-08,WEEKENDS/HOLIDAY,19,TRAIN,CC17/TE9,1909,2289
2024-08,WEEKENDS/HOLIDAY,8,TRAIN,DT30,4693,1809
2024-08,WEEKDAY,8,TRAIN,DT30,41270,5152
2024-08,WEEKENDS/HOLIDAY,18,TRAIN,PW5,1613,2803
2024-08,WEEKDAY,18,TRAIN,PW5,3015,6804
2024-08,WEEKENDS/HOLIDAY,17,TRAIN,PE5,2713,2813
2024-08,WEEKDAY,17,TRAIN,PE5,6532,9920
2024-08,WEEKENDS/HOLIDAY,16,TRAIN,DT33,7402,6835
2024-08,WEEKDAY,16,TRAIN,DT33,14074,17800
2024-08,WEEKDAY,9,TRAIN,PW4,6278,3437
2024-08,WEEKENDS/HOLIDAY,9,TRAIN,PW4,2624,1820
2024-08,WEEKENDS/HOLIDAY,21,TRAIN,BP12,341,813
2024-08,WEEKDAY,21,TRAIN,BP12,798,2110
2024-08,WEEKENDS/HOLIDAY,22,TRAIN,EW16/NE3/TE17,7088,6093
2024-08,WEEKDAY,22,TRAIN,EW16/NE3/TE17,19451,11891
2024-08,WEEKENDS/HOLIDAY,7,TRAIN,SW2,1143,1003
2024-08,WEEKDAY,7,TRAIN,SW2,13328,4176
2024-08,WEEKENDS/HOLIDAY,18,TRAIN,CC21,5999,6959
2024-08,WEEKDAY,18,TRAIN,CC21,15249,33206
2024-08,WEEKDAY,7,TRAIN,DT6,11445,16893
2024-08,WEEKENDS/HOLIDAY,7,TRAIN,DT6,1163,2020
2024-08,WEEKDAY,22,TRAIN,BP12,435,1708
2024-08,WEEKENDS/HOLIDAY,22,TRAIN,BP12,230,658
2024-08,WEEKENDS/HOLIDAY,6,TRAIN,NS16,11970,6430
2024-08,WEEKDAY,6,TRAIN,NS16,57484,35789
2024-08,WEEKDAY,13,TRAIN,NS10,31006,26397
2024-08,WEEKENDS/HOLIDAY,13,TRAIN,NS10,20185,15054
2024-08,WEEKDAY,8,TRAIN,DT8,8823,13450
2024-08,WEEKENDS/HOLIDAY,8,TRAIN,DT8,1582,1569
2024-08,WEEKENDS/HOLIDAY,21,TRAIN,CC14,985,2820
2024-08,WEEKDAY,21,TRAIN,CC14,2860,6907
2024-08,WEEKDAY,13,TRAIN,NE10,18450,14878
2024-08,WEEKENDS/HOLIDAY,13,TRAIN,NE10,9283,7607
2024-08,WEEKENDS/HOLIDAY,5,TRAIN,EW31,442,133
2024-08,WEEKDAY,5,TRAIN,EW31,1335,1529
2024-08,WEEKENDS/HOLIDAY,23,TRAIN,BP9,66,281
2024-08,WEEKDAY,23,TRAIN,BP9,75,605
2024-08,WEEKENDS/HOLIDAY,9,TRAIN,EW7,8868,5873
2024-08,WEEKDAY,9,TRAIN,EW7,25065,15065
2024-08,WEEKENDS/HOLIDAY,5,TRAIN,BP12,562,48
2024-08,WEEKDAY,5,TRAIN,BP12,2902,248
2024-08,WEEKDAY,10,TRAIN,EW26,32667,10287
2024-08,WEEKENDS/HOLIDAY,10,TRAIN,EW26,19365,6428
2024-08,WEEKENDS/HOLIDAY,6,TRAIN,TE18,294,872
2024-08,WEEKDAY,6,TRAIN,TE18,1228,2845
2024-08,WEEKDAY,20,TRAIN,EW27,44233,74141
2024-08,WEEKENDS/HOLIDAY,20,TRAIN,EW27,18465,30557
2024-08,WEEKDAY,15,TRAIN,NS21/DT11,51306,55327
