YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2025-06,WEEKENDS/HOLIDAY,19,TRAIN,NS18,4597,7249
2025-06,WEEKENDS/HOLIDAY,21,TRAIN,TE29,557,1985
2025-06,WEEKENDS/HOLIDAY,7,TRAIN,EW1,8934,5629
2025-06,WEEKDAY,12,TRAIN,DT23,3777,3704
2025-06,WEEKENDS/HOLIDAY,10,TRAIN,NE15,13313,5121
2025-06,WEEKENDS/HOLIDAY,8,TRAIN,NS8,9714,5736
2025-06,WEEKDAY,23,TRAIN,NE8,11147,8583
2025-06,WEEKDAY,17,TRAIN,CC25,22200,7562
2025-06,WEEKDAY,10,TRAIN,DT10,4581,1891
2025-06,WEEKENDS/HOLIDAY,7,TRAIN,DT31,3341,1637
2025-06,WEEKDAY,15,TRAIN,TE3,9515,7268
2025-06,WEEKENDS/HOLIDAY,0,TRAIN,NS27/CE2/TE20,14,80
2025-06,WEEKENDS/HOLIDAY,0,TRAIN,TE3,34,766
2025-06,WEEKDAY,6,TRAIN,EW28,58473,12999
2025-06,WEEKDAY,13,TRAIN,CG1/DT35,11814,15197
2025-06,WEEKENDS/HOLIDAY,9,TRAIN,NS28,516,2758
2025-06,WEEKENDS/HOLIDAY,16,TRAIN,DT8,1676,1621
2025-06,WEEKENDS/HOLIDAY,23,TRAIN,BP9,4,16
2025-06,WEEKDAY,12,TRAIN,EW11,17389,16671
2025-06,WEEKDAY,13,TRAIN,SE1,3559,3462
2025-06,WEEKDAY,7,TRAIN,NE7/DT12,23583,33538
2025-06,WEEKDAY,13,TRAIN,NE8,30872,27991
2025-06,WEEKENDS/HOLIDAY,22,TRAIN,CC3,9766,871
2025-06,WEEKDAY,13,TRAIN,TE29,2470,2737
2025-06,WEEKDAY,17,TRAIN,TE5,7880,8298
2025-06,WEEKENDS/HOLIDAY,12,TRAIN,TE28,1776,1502
2025-06,WEEKENDS/HOLIDAY,18,TRAIN,EW22,2722,2760
2025-06,WEEKENDS/HOLIDAY,19,TRAIN,TE6,3307,6255
2025-06,WEEKENDS/HOLIDAY,20,TRAIN,PE4,563,1115
2025-06,WEEKDAY,8,TRAIN,CG1/DT35,3542,79900
2025-06,WEEKDAY,20,TRAIN,CC4/DT15,34086,8024
2025-06,WEEKDAY,11,TRAIN,TE5,4675,1667
2025-06,WEEKENDS/HOLIDAY,20,TRAIN,TE25,892,1542
2025-06,WEEKDAY,0,TRAIN,CG2,119,352
2025-06,WEEKDAY,0,TRAIN,CC4/DT15,209,91
2025-06,WEEKENDS/HOLIDAY,10,TRAIN,TE13,1907,2055
2025-06,WEEKENDS/HOLIDAY,5,TRAIN,DT7,48,3
2025-06,WEEKENDS/HOLIDAY,7,TRAIN,CC16,1748,3016
2025-06,WEEKDAY,18,TRAIN,DT23,24872,10098
2025-06,WEEKDAY,20,TRAIN,EW14/NS26,89243,14354
2025-06,WEEKENDS/HOLIDAY,16,TRAIN,NS12,8187,7893
2025-06,WEEKENDS/HOLIDAY,15,TRAIN,CC17/TE9,2109,2244
2025-06,WEEKDAY,13,TRAIN,PE3,6082,5628
2025-06,WEEKENDS/HOLIDAY,18,TRAIN,SE5,1194,1462
2025-06,WEEKENDS/HOLIDAY,7,TRAIN,TE6,4628,1421
2025-06,WEEKENDS/HOLIDAY,8,TRAIN,SW5,3388,1814
2025-06,WEEKENDS/HOLIDAY,23,TRAIN,BP4,2,13
2025-06,WEEKDAY,13,TRAIN,EW33,2200,2388
2025-06,WEEKENDS/HOLIDAY,16,TRAIN,PW6,704,596
2025-06,WEEKENDS/HOLIDAY,23,TRAIN,EW14/NS26,9323,1013
2025-06,WEEKENDS/HOLIDAY,6,TRAIN,DT8,270,344
2025-06,WEEKDAY,16,TRAIN,BP6/DT1,28939,40471
2025-06,WEEKDAY,15,TRAIN,TE26,12066,11021
2025-06,WEEKENDS/HOLIDAY,10,TRAIN,EW33,2598,1293
2025-06,WEEKDAY,22,TRAIN,CC10/DT26,7476,15806
2025-06,WEEKDAY,5,TRAIN,NS4/BP1,14173,5793
2025-06,WEEKENDS/HOLIDAY,13,TRAIN,NE4/DT19,31618,34917
2025-06,WEEKENDS/HOLIDAY,18,TRAIN,SW7,1010,1267
2025-06,WEEKDAY,22,TRAIN,TE13,2712,1873
2025-06,WEEKENDS/HOLIDAY,14,TRAIN,SW7,1056,1094
2025-06,WEEKDAY,7,TRAIN,NE5,2216,16428
2025-06,WEEKENDS/HOLIDAY,17,TRAIN,NE12/CC13,32602,38084
2025-06,WEEKENDS/HOLIDAY,20,TRAIN,NS10,8505,19826
2025-06,WEEKDAY,14,TRAIN,TE11,3006,3067
2025-06,WEEKENDS/HOLIDAY,6,TRAIN,EW19,2570,1204
2025-06,WEEKDAY,0,TRAIN,TE1,6,240
2025-06,WEEKENDS/HOLIDAY,12,TRAIN,SW3,1155,813
2025-06,WEEKENDS/HOLIDAY,13,TRAIN,NS15,5935,4389
2025-06,WEEKENDS/HOLIDAY,16,TRAIN,NS19,17570,18466
2025-06,WEEKENDS/HOLIDAY,23,TRAIN,EW17,1609,5740
2025-06,WEEKENDS/HOLIDAY,14,TRAIN,NS4/BP1,16637,17367
2025-06,WEEKDAY,21,TRAIN,CC26,3006,3037
2025-06,WEEKDAY,21,TRAIN,SW1,3279,1929
2025-06,WEEKENDS/HOLIDAY,17,TRAIN,NS7,16963,12378
2025-06,WEEKDAY,22,TRAIN,NS28,667,746
2025-06,WEEKENDS/HOLIDAY,0,TRAIN,TE14/NS22,267,280
2025-06,WEEKENDS/HOLIDAY,10,TRAIN,CC8,4189,2889
2025-06,WEEKDAY,5,TRAIN,EW17,4913,304
2025-06,WEEKENDS/HOLIDAY,12,TRAIN,DT21,3505,3944
2025-06,WEEKDAY,14,TRAIN,EW17,20790,21826
2025-06,WEEKDAY,22,TRAIN,PE5,738,5971
2025-06,WEEKDAY,20,TRAIN,PE5,1951,9369
2025-06,WEEKENDS/HOLIDAY,11,TRAIN,TE7,3599,2049
2025-06,WEEKENDS/HOLIDAY,6,TRAIN,SW4,609,115
2025-06,WEEKENDS/HOLIDAY,23,TRAIN,EW4,663,4410
2025-06,WEEKDAY,17,TRAIN,BP11,3413,5650
2025-06,WEEKDAY,7,TRAIN,TE1,13108,14164
2025-06,WEEKENDS/HOLIDAY,22,TRAIN,TE3,1266,5432
2025-06,WEEKENDS/HOLIDAY,8,TRAIN,SE3,1497,436
2025-06,WEEKDAY,17,TRAIN,EW8/CC9,98783,67243
2025-06,WEEKDAY,0,TRAIN,TE3,68,1598
2025-06,WEEKENDS/HOLIDAY,0,TRAIN,NE18,0,253
2025-06,WEEKDAY,7,TRAIN,TE22,263,1498
2025-06,WEEKDAY,15,TRAIN,CC14,8183,5375
2025-06,WEEKENDS/HOLIDAY,6,TRAIN,NE7/DT12,3517,3759
2025-06,WEEKENDS/HOLIDAY,0,TRAIN,EW29,6,254
2025-06,WEEKDAY,18,TRAIN,EW26,53569,98147
2025-06,WEEKENDS/HOLIDAY,14,TRAIN,BP10,1252,1472
2025-06,WEEKDAY,6,TRAIN,DT6,2189,2916
2025-06,WEEKENDS/HOLIDAY,19,TRAIN,NE5,7996,7758
2025-06,WEEKDAY,7,TRAIN,EW8/CC9,41567,43668
2025-06,WEEKDAY,22,TRAIN,BP11,506,3127
2025-06,WEEKENDS/HOLIDAY,14,TRAIN,EW24/NS1,36246,35487
2025-06,WEEKDAY,17,TRAIN,EW30,28284,1956
2025-06,WEEKENDS/HOLIDAY,18,TRAIN,SE1,1685,2174
2025-06,WEEKDAY,22,TRAIN,CC2,5527,1526
2025-06,WEEKDAY,16,TRAIN,PE7,3194,4353
2025-06,WEEKENDS/HOLIDAY,18,TRAIN,EW9,14090,18558
2025-06,WEEKDAY,9,TRAIN,TE6,22628,5140
2025-06,WEEKENDS/HOLIDAY,18,TRAIN,PW3,615,731
2025-06,WEEKDAY,5,TRAIN,EW6,1171,231
2025-06,WEEKENDS/HOLIDAY,21,TRAIN,PE6,1480,2527
2025-06,WEEKENDS/HOLIDAY,11,TRAIN,EW11,8418,8643
2025-06,WEEKENDS/HOLIDAY,9,TRAIN,CC2,1178,3014
2025-06,WEEKDAY,22,TRAIN,NS10,10369,44178
2025-06,WEEKENDS/HOLIDAY,7,TRAIN,EW5,10593,6592
2025-06,WEEKDAY,5,TRAIN,NS27/CE2/TE20,309,291
2025-06,WEEKENDS/HOLIDAY,15,TRAIN,NS16,17404,19414
2025-06,WEEKDAY,18,TRAIN,NS27/CE2/TE20,41763,6340
2025-06,WEEKDAY,12,TRAIN,SE4,4457,2888
2025-06,WEEKDAY,20,TRAIN,NS25/EW13,81015,22101
2025-06,WEEKDAY,16,TRAIN,BP5,2250,1989
2025-06,WEEKENDS/HOLIDAY,21,TRAIN,TE19,1713,825
2025-06,WEEKDAY,5,TRAIN,SW2,1072,241
2025-06,WEEKDAY,9,TRAIN,NS20,26495,82250
2025-06,WEEKDAY,18,TRAIN,CC14,15060,16777
2025-06,WEEKDAY,21,TRAIN,PW4,3225,4951
2025-06,WEEKDAY,9,TRAIN,EW19,35221,12608
2025-06,WEEKENDS/HOLIDAY,20,TRAIN,EW17,8169,11960
2025-06,WEEKDAY,10,TRAIN,EW31,1148,1379
2025-06,WEEKENDS/HOLIDAY,17,TRAIN,PE3,2798,2956
2025-06,WEEKENDS/HOLIDAY,10,TRAIN,TE6,6881,2378
2025-06,WEEKENDS/HOLIDAY,17,TRAIN,SE2,2590,2659
2025-06,WEEKDAY,19,TRAIN,PW6,1028,3594
2025-06,WEEKDAY,13,TRAIN,DT17,11793,42920
2025-06,WEEKDAY,9,TRAIN,TE24,5321,1882
2025-06,WEEKDAY,23,TRAIN,CC11,2816,2870
2025-06,WEEKENDS/HOLIDAY,11,TRAIN,CC10/DT26,8035,4282
2025-06,WEEKDAY,10,TRAIN,EW3,17471,10470
2025-06,WEEKDAY,6,TRAIN,NS10,77009,18643
2025-06,WEEKENDS/HOLIDAY,19,TRAIN,BP9,690,1112
2025-06,WEEKENDS/HOLIDAY,22,TRAIN,DT2,164,727
2025-06,WEEKENDS/HOLIDAY,16,TRAIN,EW28,11780,10161
2025-06,WEEKENDS/HOLIDAY,17,TRAIN,TE14/NS22,63754,44834
2025-06,WEEKENDS/HOLIDAY,5,TRAIN,DT6,34,15
2025-06,WEEKENDS/HOLIDAY,6,TRAIN,PW5,2946,314
2025-06,WEEKDAY,23,TRAIN,BP3,103,532
2025-06,WEEKENDS/HOLIDAY,13,TRAIN,EW3,8430,7752
2025-06,WEEKDAY,11,TRAIN,PE4,1846,984
2025-06,WEEKENDS/HOLIDAY,0,TRAIN,PE1,37,363
2025-06,WEEKENDS/HOLIDAY,18,TRAIN,EW12/DT14,43950,34697
2025-06,WEEKENDS/HOLIDAY,9,TRAIN,CG1/DT35,1169,5803
2025-06,WEEKENDS/HOLIDAY,23,TRAIN,DT2,58,432
2025-06,WEEKENDS/HOLIDAY,9,TRAIN,DT3,4364,2034
2025-06,WEEKDAY,21,TRAIN,BP2,763,4114
2025-06,WEEKENDS/HOLIDAY,21,TRAIN,EW32,733,5280
2025-06,WEEKDAY,7,TRAIN,DT22,15328,8364
2025-06,WEEKDAY,10,TRAIN,TE26,8590,11637
2025-06,WEEKDAY,17,TRAIN,DT34,16661,5407
2025-06,WEEKDAY,10,TRAIN,CC24,13413,31095
2025-06,WEEKDAY,15,TRAIN,NE13,17084,19801
2025-06,WEEKDAY,15,TRAIN,EW25,8526,7418
2025-06,WEEKDAY,21,TRAIN,EW16/NE3/TE17,34470,15076
2025-06,WEEKDAY,11,TRAIN,NE9,26327,15026
2025-06,WEEKENDS/HOLIDAY,6,TRAIN,DT5,2235,1217
2025-06,WEEKDAY,11,TRAIN,SE4,4724,2522
2025-06,WEEKDAY,7,TRAIN,EW22,12081,17501
2025-06,WEEKDAY,14,TRAIN,NE16/STC,39971,41215
2025-06,WEEKENDS/HOLIDAY,16,TRAIN,PE5,2470,2274
2025-06,WEEKDAY,18,TRAIN,BP13,1428,3580
2025-06,WEEKENDS/HOLIDAY,13,TRAIN,CC6,6428,9209
2025-06,WEEKENDS/HOLIDAY,6,TRAIN,BP6/DT1,9349,3894
2025-06,WEEKENDS/HOLIDAY,11,TRAIN,TE23,1675,1004
2025-06,WEEKENDS/HOLIDAY,12,TRAIN,EW21/CC22,9230,7849
2025-06,WEEKENDS/HOLIDAY,19,TRAIN,NE11,6313,7548
2025-06,WEEKDAY,18,TRAIN,CC26,27969,9874
2025-06,WEEKDAY,7,TRAIN,TE24,3796,2448
2025-06,WEEKENDS/HOLIDAY,19,TRAIN,PW6,352,743
2025-06,WEEKENDS/HOLIDAY,9,TRAIN,NS21/DT11,23224,23372
2025-06,WEEKENDS/HOLIDAY,20,TRAIN,EW21/CC22,7260,6089
2025-06,WEEKENDS/HOLIDAY,19,TRAIN,NE17/PTC,20900,25383
2025-06,WEEKENDS/HOLIDAY,22,TRAIN,NE15,2622,11740
2025-06,WEEKENDS/HOLIDAY,22,TRAIN,SW2,965,1425
2025-06,WEEKDAY,18,TRAIN,TE11,8259,9963
2025-06,WEEKDAY,11,TRAIN,NS13,40428,32313
2025-06,WEEKENDS/HOLIDAY,21,TRAIN,SW3,278,1215
2025-06,WEEKENDS/HOLIDAY,13,TRAIN,SE1,1856,1701
2025-06,WEEKDAY,9,TRAIN,EW3,26417,11842
2025-06,WEEKENDS/HOLIDAY,7,TRAIN,TE1,3338,2030
2025-06,WEEKENDS/HOLIDAY,11,TRAIN,TE29,2008,1227
2025-06,WEEKDAY,20,TRAIN,CC27,9647,1014
2025-06,WEEKENDS/HOLIDAY,23,TRAIN,NS19,2147,8350
2025-06,WEEKENDS/HOLIDAY,13,TRAIN,TE6,5115,3904
2025-06,WEEKDAY,7,TRAIN,DT33,64542,17997
2025-06,WEEKDAY,11,TRAIN,CC27,5465,5115
2025-06,WEEKDAY,20,TRAIN,TE19,17144,2073
2025-06,WEEKENDS/HOLIDAY,22,TRAIN,SW8,207,902
2025-06,WEEKDAY,6,TRAIN,NS7,61400,16544
2025-06,WEEKENDS/HOLIDAY,6,TRAIN,SW2,611,565
2025-06,WEEKENDS/HOLIDAY,21,TRAIN,SE3,502,1897
2025-06,WEEKENDS/HOLIDAY,20,TRAIN,TE1,1558,3031
2025-06,WEEKENDS/HOLIDAY,9,TRAIN,EW21/CC22,6552,7556
2025-06,WEEKDAY,0,TRAIN,PW3,15,157
2025-06,WEEKENDS/HOLIDAY,13,TRAIN,NS12,8460,7074
2025-06,WEEKENDS/HOLIDAY,9,TRAIN,TE11,1770,1217
2025-06,WEEKDAY,16,TRAIN,SE4,2919,3973
2025-06,WEEKENDS/HOLIDAY,18,TRAIN,EW32,3961,3729
2025-06,WEEKDAY,9,TRAIN,PE6,9644,6645
2025-06,WEEKENDS/HOLIDAY,9,TRAIN,CC23,837,2469
2025-06,WEEKDAY,16,TRAIN,TE6,7565,11060
2025-06,WEEKDAY,21,TRAIN,PE7,847,5800
2025-06,WEEKDAY,22,TRAIN,PW7,1240,3117
2025-06,WEEKDAY,20,TRAIN,CE1/DT16,87454,35174
2025-06,WEEKDAY,17,TRAIN,SW3,2052,3343
2025-06,WEEKENDS/HOLIDAY,6,TRAIN,NS8,6768,2268
2025-06,WEEKDAY,11,TRAIN,BP13,1610,888
2025-06,WEEKDAY,5,TRAIN,DT18,41,0
2025-06,WEEKENDS/HOLIDAY,22,TRAIN,BP12,203,795
2025-06,WEEKDAY,14,TRAIN,CC23,8985,10559
2025-06,WEEKDAY,16,TRAIN,BP7,775,1257
2025-06,WEEKDAY,10,TRAIN,DT5,13392,10517
2025-06,WEEKDAY,21,TRAIN,TE28,1137,4409
2025-06,WEEKENDS/HOLIDAY,9,TRAIN,SE1,2597,862
2025-06,WEEKDAY,20,TRAIN,CC26,6082,3812
2025-06,WEEKENDS/HOLIDAY,17,TRAIN,EW5,16521,20296
2025-06,WEEKENDS/HOLIDAY,20,TRAIN,TE19,1793,1022
2025-06,WEEKDAY,15,TRAIN,DT18,12342,7490
2025-06,WEEKDAY,7,TRAIN,EW20,24081,23593
2025-06,WEEKENDS/HOLIDAY,9,TRAIN,NE7/DT12,7711,19656
2025-06,WEEKENDS/HOLIDAY,6,TRAIN,EW2/DT32,8056,4070
2025-06,WEEKENDS/HOLIDAY,15,TRAIN,NS24/NE6/CC1,24624,22291
2025-06,WEEKENDS/HOLIDAY,5,TRAIN,DT24,183,0
2025-06,WEEKDAY,10,TRAIN,NS28,1170,2959
2025-06,WEEKENDS/HOLIDAY,14,TRAIN,NS11,16490,16368
2025-06,WEEKDAY,16,TRAIN,NE16/STC,41286,52626
2025-06,WEEKENDS/HOLIDAY,6,TRAIN,EW26,11641,4336
2025-06,WEEKDAY,19,TRAIN,NS16,46126,96907
2025-06,WEEKDAY,6,TRAIN,PW2,9,30
2025-06,WEEKDAY,7,TRAIN,DT29,25153,7226
2025-06,WEEKENDS/HOLIDAY,18,TRAIN,PW2,131,83
2025-06,WEEKDAY,15,TRAIN,NS13,37797,44479
2025-06,WEEKDAY,0,TRAIN,CC2,17,30
2025-06,WEEKENDS/HOLIDAY,19,TRAIN,CC19/DT9,5097,2669
2025-06,WEEKENDS/HOLIDAY,5,TRAIN,DT8,35,9
2025-06,WEEKENDS/HOLIDAY,16,TRAIN,TE28,1773,2292
2025-06,WEEKENDS/HOLIDAY,8,TRAIN,BP11,2263,683
2025-06,WEEKDAY,12,TRAIN,TE3,11794,10198
2025-06,WEEKDAY,7,TRAIN,EW24/NS1,65261,174237
2025-06,WEEKDAY,15,TRAIN,BP3,2802,3222
2025-06,WEEKENDS/HOLIDAY,21,TRAIN,NE5,9664,4713
2025-06,WEEKENDS/HOLIDAY,20,TRAIN,TE4,1986,2084
2025-06,WEEKDAY,16,TRAIN,DT27,9070,7061
2025-06,WEEKDAY,15,TRAIN,SW5,6612,7192
2025-06,WEEKENDS/HOLIDAY,19,TRAIN,EW30,1987,1490
2025-06,WEEKDAY,19,TRAIN,CC12,5197,13586
2025-06,WEEKDAY,0,TRAIN,DT21,232,247
2025-06,WEEKDAY,11,TRAIN,NS14,30098,16233
2025-06,WEEKDAY,5,TRAIN,EW33,7928,673
2025-06,WEEKDAY,14,TRAIN,NS25/EW13,47264,44867
2025-06,WEEKDAY,23,TRAIN,TE25,255,960
2025-06,WEEKDAY,6,TRAIN,TE5,5616,2559
2025-06,WEEKDAY,22,TRAIN,TE4,2697,3399
2025-06,WEEKDAY,9,TRAIN,BP5,2974,1913
2025-06,WEEKDAY,23,TRAIN,TE15,1763,1586
2025-06,WEEKDAY,23,TRAIN,TE19,2507,437
2025-06,WEEKDAY,15,TRAIN,NE4/DT19,58548,48472
2025-06,WEEKDAY,10,TRAIN,DT18,5521,27756
2025-06,WEEKDAY,7,TRAIN,SW6,12030,3579
2025-06,WEEKDAY,8,TRAIN,EW25,41761,10965
2025-06,WEEKDAY,16,TRAIN,EW5,28544,35186
