YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2025-06,WEEKENDS/HOLIDAY,20,TRAIN,CC3,12936,2458
2025-06,WEEKENDS/HOLIDAY,15,TRAIN,CC26,1413,1002
2025-06,WEEKDAY,14,TRAIN,NS5,19330,20179
2025-06,WEEKENDS/HOLIDAY,15,TRAIN,NS13,22406,23007
2025-06,WEEKENDS/HOLIDAY,15,TRAIN,TE5,1890,1999
2025-06,WEEKDAY,20,TRAIN,NE9,19236,27670
2025-06,WEEKENDS/HOLIDAY,14,TRAIN,EW12/DT14,37232,42789
2025-06,WEEKENDS/HOLIDAY,16,TRAIN,TE25,1434,1525
2025-06,WEEKDAY,13,TRAIN,SE4,3563,3298
2025-06,WEEKDAY,20,TRAIN,NS17/CC15,17726,27356
2025-06,WEEKENDS/HOLIDAY,7,TRAIN,NS24/NE6/CC1,1818,4725
2025-06,WEEKDAY,20,TRAIN,NS18,8032,20925
2025-06,WEEKENDS/HOLIDAY,15,TRAIN,EW27,20479,22638
2025-06,WEEKENDS/HOLIDAY,19,TRAIN,TE12,1833,971
2025-06,WEEKENDS/HOLIDAY,17,TRAIN,NS24/NE6/CC1,27931,21292
2025-06,WEEKDAY,10,TRAIN,NS2,25162,17118
2025-06,WEEKDAY,8,TRAIN,EW7,45177,23732
2025-06,WEEKDAY,11,TRAIN,EW28,21469,10039
2025-06,WEEKDAY,6,TRAIN,CC24,934,20744
2025-06,WEEKDAY,14,TRAIN,EW26,19648,17338
2025-06,WEEKENDS/HOLIDAY,21,TRAIN,DT5,3646,7454
2025-06,WEEKENDS/HOLIDAY,8,TRAIN,PW7,1481,727
2025-06,WEEKDAY,14,TRAIN,TE16,5411,5747
2025-06,WEEKDAY,16,TRAIN,TE4,7539,3707
2025-06,WEEKENDS/HOLIDAY,19,TRAIN,EW26,10922,17596
2025-06,WEEKENDS/HOLIDAY,7,TRAIN,DT3,1750,2061
2025-06,WEEKENDS/HOLIDAY,15,TRAIN,EW30,1404,626
2025-06,WEEKENDS/HOLIDAY,8,TRAIN,TE12,987,2706
2025-06,WEEKDAY,19,TRAIN,NE7/DT12,42342,44301
2025-06,WEEKENDS/HOLIDAY,11,TRAIN,DT5,10781,6450
2025-06,WEEKDAY,8,TRAIN,DT28,30720,37890
2025-06,WEEKENDS/HOLIDAY,0,TRAIN,DT13,115,291
2025-06,WEEKENDS/HOLIDAY,0,TRAIN,NS28,3,16
2025-06,WEEKENDS/HOLIDAY,21,TRAIN,EW31,740,1682
2025-06,WEEKENDS/HOLIDAY,12,TRAIN,SW7,1458,860
2025-06,WEEKENDS/HOLIDAY,7,TRAIN,SE3,1162,244
2025-06,WEEKENDS/HOLIDAY,19,TRAIN,TE16,3245,3503
2025-06,WEEKENDS/HOLIDAY,23,TRAIN,TE27,265,1388
2025-06,WEEKDAY,11,TRAIN,BP11,3545,1726
2025-06,WEEKENDS/HOLIDAY,14,TRAIN,TE23,1093,1324
2025-06,WEEKDAY,13,TRAIN,BP11,2881,2202
2025-06,WEEKDAY,19,TRAIN,DT28,15504,22194
2025-06,WEEKENDS/HOLIDAY,20,TRAIN,PW1,1066,421
2025-06,WEEKDAY,14,TRAIN,EW3,15407,14845
2025-06,WEEKENDS/HOLIDAY,10,TRAIN,TE16,4463,2468
2025-06,WEEKDAY,11,TRAIN,PE2,6341,2977
2025-06,WEEKENDS/HOLIDAY,18,TRAIN,TE29,1918,2181
2025-06,WEEKENDS/HOLIDAY,13,TRAIN,NS2,13336,11987
2025-06,WEEKENDS/HOLIDAY,8,TRAIN,NS17/CC15,14632,5510
2025-06,WEEKENDS/HOLIDAY,12,TRAIN,NS19,19911,15560
2025-06,WEEKENDS/HOLIDAY,17,TRAIN,EW23,25107,27446
2025-06,WEEKDAY,16,TRAIN,EW17,23577,27821
2025-06,WEEKDAY,17,TRAIN,EW9,33681,31706
2025-06,WEEKDAY,9,TRAIN,NE5,5474,44079
2025-06,WEEKDAY,20,TRAIN,DT5,12261,18152
2025-06,WEEKENDS/HOLIDAY,13,TRAIN,TE15,5161,5770
2025-06,WEEKDAY,7,TRAIN,PE6,14696,5165
2025-06,WEEKDAY,18,TRAIN,TE8,22456,28355
2025-06,WEEKENDS/HOLIDAY,0,TRAIN,CC3,21,16
2025-06,WEEKDAY,22,TRAIN,EW16/NE3/TE17,19016,11431
2025-06,WEEKENDS/HOLIDAY,15,TRAIN,EW24/NS1,39639,33980
2025-06,WEEKDAY,13,TRAIN,NS23,40657,41667
2025-06,WEEKDAY,17,TRAIN,DT33,20625,29733
2025-06,WEEKDAY,6,TRAIN,NS4/BP1,57829,35675
2025-06,WEEKDAY,0,TRAIN,EW11,185,498
2025-06,WEEKDAY,7,TRAIN,EW9,49980,20479
2025-06,WEEKDAY,7,TRAIN,DT31,26354,9121
2025-06,WEEKENDS/HOLIDAY,7,TRAIN,PW1,32,413
2025-06,WEEKENDS/HOLIDAY,7,TRAIN,SE2,2104,508
2025-06,WEEKENDS/HOLIDAY,5,TRAIN,TE29,20,1
2025-06,WEEKENDS/HOLIDAY,11,TRAIN,EW16/NE3/TE17,10471,11464
2025-06,WEEKDAY,23,TRAIN,CG1/DT35,2730,1188
2025-06,WEEKDAY,9,TRAIN,EW29,3665,16277
2025-06,WEEKDAY,14,TRAIN,EW2/DT32,45518,47643
2025-06,WEEKDAY,8,TRAIN,BP11,10808,1907
2025-06,WEEKDAY,5,TRAIN,EW2/DT32,13775,2046
2025-06,WEEKENDS/HOLIDAY,12,TRAIN,DT2,1576,512
2025-06,WEEKDAY,15,TRAIN,NE14,20764,23772
2025-06,WEEKENDS/HOLIDAY,7,TRAIN,NS9/TE2,17607,14617
2025-06,WEEKENDS/HOLIDAY,16,TRAIN,PE3,2650,2710
2025-06,WEEKDAY,12,TRAIN,PW3,894,688
2025-06,WEEKDAY,15,TRAIN,PE5,4280,4983
2025-06,WEEKDAY,18,TRAIN,PW4,5233,12055
2025-06,WEEKDAY,9,TRAIN,CC24,10158,74360
2025-06,WEEKENDS/HOLIDAY,23,TRAIN,EW32,96,1761
2025-06,WEEKENDS/HOLIDAY,18,TRAIN,SW2,2907,2927
2025-06,WEEKENDS/HOLIDAY,8,TRAIN,CC2,644,2526
2025-06,WEEKDAY,9,TRAIN,NE8,24150,30145
2025-06,WEEKDAY,6,TRAIN,BP13,3649,462
2025-06,WEEKENDS/HOLIDAY,19,TRAIN,SE1,1210,2047
2025-06,WEEKDAY,0,TRAIN,NE1/CC29,93,335
2025-06,WEEKENDS/HOLIDAY,6,TRAIN,NS18,3713,926
2025-06,WEEKDAY,10,TRAIN,PW5,2638,1392
2025-06,WEEKENDS/HOLIDAY,13,TRAIN,NE15,10748,9716
2025-06,WEEKDAY,9,TRAIN,NS11,55585,20622
2025-06,WEEKENDS/HOLIDAY,22,TRAIN,CC21,4475,2177
2025-06,WEEKENDS/HOLIDAY,9,TRAIN,CC12,3068,1297
2025-06,WEEKENDS/HOLIDAY,10,TRAIN,DT24,2522,1234
2025-06,WEEKDAY,6,TRAIN,CC6,366,3878
2025-06,WEEKDAY,0,TRAIN,NS4/BP1,1045,3908
2025-06,WEEKENDS/HOLIDAY,16,TRAIN,NE16/STC,20837,23334
2025-06,WEEKDAY,5,TRAIN,DT8,101,170
2025-06,WEEKENDS/HOLIDAY,0,TRAIN,TE19,30,27
2025-06,WEEKDAY,13,TRAIN,DT6,6330,5860
2025-06,WEEKENDS/HOLIDAY,13,TRAIN,EW8/CC9,33971,33084
2025-06,WEEKENDS/HOLIDAY,9,TRAIN,NS3,10900,6385
2025-06,WEEKDAY,22,TRAIN,BP7,205,1022
2025-06,WEEKENDS/HOLIDAY,11,TRAIN,DT29,3666,1388
2025-06,WEEKDAY,0,TRAIN,EW30,0,178
2025-06,WEEKENDS/HOLIDAY,7,TRAIN,NE5,686,2348
2025-06,WEEKDAY,10,TRAIN,SW5,7809,5205
2025-06,WEEKENDS/HOLIDAY,0,TRAIN,BP6/DT1,0,2436
2025-06,WEEKDAY,20,TRAIN,DT33,7145,32200
2025-06,WEEKENDS/HOLIDAY,7,TRAIN,EW27,17113,13540
2025-06,WEEKDAY,11,TRAIN,EW27,32176,29114
2025-06,WEEKENDS/HOLIDAY,10,TRAIN,EW28,14461,5148
2025-06,WEEKDAY,14,TRAIN,DT13,10020,10113
2025-06,WEEKENDS/HOLIDAY,23,TRAIN,NS18,849,4562
2025-06,WEEKENDS/HOLIDAY,23,TRAIN,NS4/BP1,2817,9351
2025-06,WEEKENDS/HOLIDAY,6,TRAIN,NS16,10559,4974
2025-06,WEEKENDS/HOLIDAY,5,TRAIN,NS8,2300,349
2025-06,WEEKENDS/HOLIDAY,17,TRAIN,SW3,975,957
2025-06,WEEKENDS/HOLIDAY,20,TRAIN,NE1/CC29,48343,13087
2025-06,WEEKENDS/HOLIDAY,22,TRAIN,DT29,860,4687
2025-06,WEEKDAY,7,TRAIN,EW33,17895,14997
2025-06,WEEKENDS/HOLIDAY,21,TRAIN,TE3,2886,5346
2025-06,WEEKENDS/HOLIDAY,9,TRAIN,NE1/CC29,7590,32317
2025-06,WEEKENDS/HOLIDAY,23,TRAIN,PE4,196,380
2025-06,WEEKENDS/HOLIDAY,14,TRAIN,TE19,1803,1563
2025-06,WEEKDAY,5,TRAIN,BP4,1345,321
2025-06,WEEKENDS/HOLIDAY,12,TRAIN,EW15,9406,13047
2025-06,WEEKDAY,20,TRAIN,PW4,3532,6373
2025-06,WEEKDAY,23,TRAIN,BP8,130,220
2025-06,WEEKDAY,7,TRAIN,CG1/DT35,2771,31196
2025-06,WEEKENDS/HOLIDAY,12,TRAIN,NE10,8991,6127
2025-06,WEEKDAY,20,TRAIN,BP4,1220,2886
2025-06,WEEKDAY,20,TRAIN,SW8,902,2577
2025-06,WEEKDAY,21,TRAIN,CG2,29448,14989
2025-06,WEEKDAY,6,TRAIN,NE17/PTC,36646,11705
2025-06,WEEKDAY,16,TRAIN,TE16,6940,6352
2025-06,WEEKDAY,10,TRAIN,TE19,2834,20489
2025-06,WEEKENDS/HOLIDAY,10,TRAIN,EW19,8990,5426
2025-06,WEEKENDS/HOLIDAY,15,TRAIN,EW22,2147,2438
2025-06,WEEKDAY,8,TRAIN,PE2,15330,2572
2025-06,WEEKENDS/HOLIDAY,11,TRAIN,PE1,2239,1076
2025-06,WEEKENDS/HOLIDAY,5,TRAIN,DT20,15,0
2025-06,WEEKDAY,19,TRAIN,EW19,19155,35470
2025-06,WEEKENDS/HOLIDAY,15,TRAIN,NS2,11717,12921
2025-06,WEEKENDS/HOLIDAY,18,TRAIN,PW7,1608,1599
2025-06,WEEKENDS/HOLIDAY,8,TRAIN,TE11,1508,1155
2025-06,WEEKENDS/HOLIDAY,16,TRAIN,BP5,981,1015
2025-06,WEEKDAY,6,TRAIN,PE7,5150,875
2025-06,WEEKENDS/HOLIDAY,6,TRAIN,EW33,2915,1097
2025-06,WEEKENDS/HOLIDAY,9,TRAIN,CC7,2992,1996
2025-06,WEEKENDS/HOLIDAY,7,TRAIN,EW29,4582,15814
2025-06,WEEKDAY,14,TRAIN,EW16/NE3/TE17,29882,34890
2025-06,WEEKDAY,15,TRAIN,CG2,33770,21693
2025-06,WEEKENDS/HOLIDAY,12,TRAIN,BP9,1461,993
2025-06,WEEKDAY,21,TRAIN,EW8/CC9,61456,29415
2025-06,WEEKENDS/HOLIDAY,5,TRAIN,NS16,3380,285
2025-06,WEEKENDS/HOLIDAY,21,TRAIN,EW14/NS26,24946,4844
2025-06,WEEKDAY,10,TRAIN,NS27/CE2/TE20,1775,7308
2025-06,WEEKENDS/HOLIDAY,12,TRAIN,PW4,2913,2251
2025-06,WEEKENDS/HOLIDAY,7,TRAIN,CC11,3926,6156
2025-06,WEEKDAY,13,TRAIN,CC6,9056,9882
2025-06,WEEKDAY,10,TRAIN,EW6,11920,6334
2025-06,WEEKDAY,7,TRAIN,NS27/CE2/TE20,1127,7791
2025-06,WEEKDAY,17,TRAIN,SW2,6532,8329
2025-06,WEEKENDS/HOLIDAY,15,TRAIN,TE19,1782,1276
2025-06,WEEKENDS/HOLIDAY,22,TRAIN,NS11,5786,22039
2025-06,WEEKDAY,15,TRAIN,BP10,2198,3264
2025-06,WEEKDAY,20,TRAIN,TE1,7568,4439
2025-06,WEEKENDS/HOLIDAY,8,TRAIN,TE8,3106,4161
2025-06,WEEKENDS/HOLIDAY,19,TRAIN,SW8,725,1014
2025-06,WEEKENDS/HOLIDAY,11,TRAIN,NS27/CE2/TE20,1599,2351
2025-06,WEEKDAY,20,TRAIN,EW9,17124,37013
2025-06,WEEKDAY,10,TRAIN,SE3,3645,1037
2025-06,WEEKDAY,15,TRAIN,SE1,2715,3048
2025-06,WEEKENDS/HOLIDAY,16,TRAIN,TE27,2758,2862
2025-06,WEEKDAY,23,TRAIN,EW7,1518,8468
2025-06,WEEKENDS/HOLIDAY,16,TRAIN,TE15,5906,5388
2025-06,WEEKENDS/HOLIDAY,11,TRAIN,TE6,6188,2690
2025-06,WEEKDAY,12,TRAIN,EW27,35691,34773
2025-06,WEEKDAY,11,TRAIN,TE27,6280,3348
2025-06,WEEKDAY,22,TRAIN,TE14/NS22,62073,12436
2025-06,WEEKENDS/HOLIDAY,14,TRAIN,NS5,11262,11891
2025-06,WEEKDAY,18,TRAIN,TE15,20346,24051
2025-06,WEEKENDS/HOLIDAY,7,TRAIN,EW17,6496,3515
2025-06,WEEKDAY,14,TRAIN,BP6/DT1,27484,27811
2025-06,WEEKDAY,8,TRAIN,NS7,46877,43679
2025-06,WEEKDAY,15,TRAIN,CC8,6452,5740
2025-06,WEEKDAY,19,TRAIN,BP6/DT1,49182,103557
2025-06,WEEKENDS/HOLIDAY,19,TRAIN,SW3,607,1095
2025-06,WEEKDAY,14,TRAIN,TE29,2338,2871
2025-06,WEEKDAY,11,TRAIN,TE24,3067,1775
2025-06,WEEKDAY,10,TRAIN,NS20,27158,47822
2025-06,WEEKENDS/HOLIDAY,10,TRAIN,CC11,3106,6937
2025-06,WEEKDAY,7,TRAIN,EW11,20126,23159
2025-06,WEEKENDS/HOLIDAY,13,TRAIN,EW28,12158,7931
2025-06,WEEKDAY,17,TRAIN,TE4,17122,6424
2025-06,WEEKENDS/HOLIDAY,13,TRAIN,TE23,1317,1283
2025-06,WEEKENDS/HOLIDAY,8,TRAIN,DT4,1181,281
2025-06,WEEKDAY,0,TRAIN,DT28,44,866
2025-06,WEEKENDS/HOLIDAY,23,TRAIN,BP5,3,10
2025-06,WEEKDAY,18,TRAIN,DT33,23453,63410
2025-06,WEEKDAY,20,TRAIN,EW21/CC22,29195,15565
2025-06,WEEKDAY,20,TRAIN,DT27,8534,10784
2025-06,WEEKENDS/HOLIDAY,14,TRAIN,NE8,19272,21809
2025-06,WEEKENDS/HOLIDAY,0,TRAIN,NS24/NE6/CC1,173,203
2025-06,WEEKDAY,9,TRAIN,CC14,10921,7981
2025-06,WEEKENDS/HOLIDAY,22,TRAIN,EW20,1469,4921
2025-06,WEEKDAY,22,TRAIN,EW30,1578,764
2025-06,WEEKENDS/HOLIDAY,16,TRAIN,DT23,1911,1501
2025-06,WEEKDAY,7,TRAIN,CC10/DT26,29179,26795
2025-06,WEEKDAY,12,TRAIN,TE7,5888,4170
2025-06,WEEKENDS/HOLIDAY,8,TRAIN,CC14,2534,1516
2025-06,WEEKDAY,14,TRAIN,BP4,2563,2018
2025-06,WEEKDAY,18,TRAIN,DT31,15098,34220
2025-06,WEEKDAY,8,TRAIN,NE8,37039,40471
2025-06,WEEKDAY,20,TRAIN,EW20,9269,14989
2025-06,WEEKENDS/HOLIDAY,9,TRAIN,EW5,18211,10238
2025-06,WEEKDAY,23,TRAIN,DT10,530,1453
2025-06,WEEKDAY,12,TRAIN,TE6,10140,5627
2025-06,WEEKDAY,23,TRAIN,CC16,780,2112
2025-06,WEEKDAY,8,TRAIN,TE5,18979,7919
2025-06,WEEKENDS/HOLIDAY,0,TRAIN,NE1/CC29,101,170
2025-06,WEEKENDS/HOLIDAY,19,TRAIN,CC5,4115,2403
2025-06,WEEKDAY,21,TRAIN,CC3,16041,2282
2025-06,WEEKDAY,0,TRAIN,NE14,99,2503
2025-06,WEEKENDS/HOLIDAY,18,TRAIN,NE13,11757,12833
2025-06,WEEKENDS/HOLIDAY,17,TRAIN,SW2,3077,2895
2025-06,WEEKENDS/HOLIDAY,5,TRAIN,TE23,16,1
2025-06,WEEKENDS/HOLIDAY,23,TRAIN,DT29,341,2506
2025-06,WEEKDAY,12,TRAIN,NS5,25901,16752
2025-06,WEEKENDS/HOLIDAY,15,TRAIN,TE24,1183,1500
2025-06,WEEKDAY,21,TRAIN,CC2,5077,2144
2025-06,WEEKDAY,17,TRAIN,CC7,12082,9753
2025-06,WEEKDAY,10,TRAIN,EW21/CC22,13861,25690
2025-06,WEEKENDS/HOLIDAY,10,TRAIN,CC10/DT26,7339,4959
2025-06,WEEKDAY,18,TRAIN,EW14/NS26,362458,49720
2025-06,WEEKDAY,17,TRAIN,CC26,26715,5000
2025-06,WEEKDAY,6,TRAIN,EW29,10084,50301
2025-06,WEEKENDS/HOLIDAY,13,TRAIN,NS9/TE2,27418,28866
2025-06,WEEKENDS/HOLIDAY,5,TRAIN,CC12,119,3
2025-06,WEEKDAY,12,TRAIN,SW5,8866,7665
2025-06,WEEKDAY,8,TRAIN,EW18,44298,57544
2025-06,WEEKDAY,16,TRAIN,NE1/CC29,63235,46678
2025-06,WEEKENDS/HOLIDAY,20,TRAIN,EW18,4540,7941
2025-06,WEEKDAY,14,TRAIN,DT24,4045,3644
2025-06,WEEKDAY,13,TRAIN,BP6/DT1,31795,27929
2025-06,WEEKDAY,13,TRAIN,EW25,6550,5951
2025-06,WEEKENDS/HOLIDAY,0,TRAIN,SE3,18,267
2025-06,WEEKDAY,21,TRAIN,PE1,995,5832
2025-06,WEEKENDS/HOLIDAY,20,TRAIN,CC27,996,394
2025-06,WEEKDAY,18,TRAIN,EW2/DT32,97537,192568
2025-06,WEEKDAY,23,TRAIN,PE2,384,3271
2025-06,WEEKENDS/HOLIDAY,23,TRAIN,CC21,1087,970
2025-06,WEEKDAY,15,TRAIN,NS5,19091,22136
2025-06,WEEKENDS/HOLIDAY,8,TRAIN,DT30,4245,1821
2025-06,WEEKDAY,10,TRAIN,CC19/DT9,4895,6735
2025-06,WEEKDAY,6,TRAIN,NS24/NE6/CC1,3204,7742
2025-06,WEEKDAY,9,TRAIN,CC17/TE9,11607,9788
2025-06,WEEKENDS/HOLIDAY,17,TRAIN,NE15,10738,12642
2025-06,WEEKENDS/HOLIDAY,17,TRAIN,EW4,8714,7541
2025-06,WEEKDAY,9,TRAIN,CC26,3781,14975
2025-06,WEEKDAY,12,TRAIN,NE14,30208,18767
2025-06,WEEKDAY,18,TRAIN,EW1,39691,96465
2025-06,WEEKDAY,9,TRAIN,NE13,35343,19016
2025-06,WEEKENDS/HOLIDAY,20,TRAIN,DT30,1576,4564
2025-06,WEEKENDS/HOLIDAY,11,TRAIN,SE1,2218,1298
2025-06,WEEKENDS/HOLIDAY,14,TRAIN,NS18,5743,5324
2025-06,WEEKENDS/HOLIDAY,9,TRAIN,DT29,4396,1310
2025-06,WEEKENDS/HOLIDAY,18,TRAIN,EW5,15718,20871
2025-06,WEEKENDS/HOLIDAY,16,TRAIN,CC28,1686,1745
2025-06,WEEKDAY,6,TRAIN,DT28,13769,8226
2025-06,WEEKDAY,9,TRAIN,PE4,2095,824
2025-06,WEEKENDS/HOLIDAY,11,TRAIN,EW21/CC22,9482,11331
2025-06,WEEKDAY,21,TRAIN,CC20,2426,4892
2025-06,WEEKENDS/HOLIDAY,12,TRAIN,DT29,3567,1820
2025-06,WEEKENDS/HOLIDAY,14,TRAIN,NE5,5827,7010
2025-06,WEEKENDS/HOLIDAY,12,TRAIN,TE12,2543,1963
2025-06,WEEKDAY,20,TRAIN,DT3,3118,10188
2025-06,WEEKENDS/HOLIDAY,17,TRAIN,TE29,2050,2125
2025-06,WEEKDAY,19,TRAIN,EW31,12515,5398
2025-06,WEEKDAY,19,TRAIN,EW5,34798,69598
2025-06,WEEKENDS/HOLIDAY,21,TRAIN,NS11,8449,23357
2025-06,WEEKDAY,16,TRAIN,DT23,5490,3107
2025-06,WEEKDAY,5,TRAIN,BP10,3459,357
2025-06,WEEKDAY,0,TRAIN,NS18,214,1458
2025-06,WEEKENDS/HOLIDAY,12,TRAIN,PE4,998,745
2025-06,WEEKDAY,17,TRAIN,EW28,57253,41557
2025-06,WEEKDAY,7,TRAIN,BP3,19466,2110
2025-06,WEEKDAY,17,TRAIN,DT27,25950,12400
2025-06,WEEKDAY,10,TRAIN,EW29,3870,6345
2025-06,WEEKDAY,22,TRAIN,DT8,1125,2130
2025-06,WEEKDAY,14,TRAIN,CC24,17836,19249
2025-06,WEEKDAY,23,TRAIN,BP6/DT1,2343,21530
2025-06,WEEKENDS/HOLIDAY,16,TRAIN,NS10,15609,14471
2025-06,WEEKDAY,0,TRAIN,NS21/DT11,1472,1586
2025-06,WEEKENDS/HOLIDAY,11,TRAIN,PE6,4251,3079
2025-06,WEEKDAY,15,TRAIN,NE5,11211,11124
2025-06,WEEKDAY,15,TRAIN,EW22,11930,9347
2025-06,WEEKENDS/HOLIDAY,11,TRAIN,CC11,4048,5450
2025-06,WEEKENDS/HOLIDAY,16,TRAIN,CG1/DT35,11350,9847
2025-06,WEEKDAY,0,TRAIN,SW6,33,603
2025-06,WEEKDAY,0,TRAIN,DT13,189,499
2025-06,WEEKENDS/HOLIDAY,19,TRAIN,PW3,530,973
2025-06,WEEKENDS/HOLIDAY,12,TRAIN,PE7,2311,1626
2025-06,WEEKENDS/HOLIDAY,16,TRAIN,EW15,11463,8250
2025-06,WEEKENDS/HOLIDAY,10,TRAIN,DT5,8937,6493
2025-06,WEEKDAY,20,TRAIN,EW11,16028,20036
2025-06,WEEKDAY,9,TRAIN,EW20,19031,24565
2025-06,WEEKENDS/HOLIDAY,5,TRAIN,SW4,240,15
2025-06,WEEKDAY,10,TRAIN,EW14/NS26,18765,87530
2025-06,WEEKDAY,20,TRAIN,TE11,2467,4591
2025-06,WEEKENDS/HOLIDAY,19,TRAIN,DT21,4477,2554
2025-06,WEEKENDS/HOLIDAY,8,TRAIN,EW32,2544,2294
2025-06,WEEKENDS/HOLIDAY,5,TRAIN,CC14,183,17
2025-06,WEEKENDS/HOLIDAY,0,TRAIN,NE12/CC13,234,1798
2025-06,WEEKDAY,19,TRAIN,CC2,7693,4875
2025-06,WEEKENDS/HOLIDAY,17,TRAIN,EW28,16161,13043
2025-06,WEEKENDS/HOLIDAY,13,TRAIN,DT23,1603,1863
2025-06,WEEKDAY,0,TRAIN,SE4,23,429
2025-06,WEEKDAY,8,TRAIN,PW3,2466,1203
2025-06,WEEKDAY,0,TRAIN,NS23,489,225
2025-06,WEEKDAY,19,TRAIN,DT24,6812,10547
2025-06,WEEKENDS/HOLIDAY,18,TRAIN,DT24,2192,2472
2025-06,WEEKENDS/HOLIDAY,19,TRAIN,PE1,1133,2107
2025-06,WEEKDAY,15,TRAIN,NS12,12446,13885
2025-06,WEEKENDS/HOLIDAY,15,TRAIN,TE16,3471,3302
2025-06,WEEKDAY,15,TRAIN,EW33,2885,2109
2025-06,WEEKDAY,9,TRAIN,CG2,14497,28014
2025-06,WEEKENDS/HOLIDAY,21,TRAIN,DT27,2031,4931
2025-06,WEEKENDS/HOLIDAY,5,TRAIN,PE5,428,16
2025-06,WEEKDAY,16,TRAIN,PW7,3048,3245
2025-06,WEEKENDS/HOLIDAY,13,TRAIN,EW19,7698,6965
2025-06,WEEKDAY,16,TRAIN,DT10,3757,3241
2025-06,WEEKENDS/HOLIDAY,0,TRAIN,EW2/DT32,342,2576
2025-06,WEEKENDS/HOLIDAY,7,TRAIN,EW25,5479,3511
2025-06,WEEKDAY,6,TRAIN,DT18,692,9598
2025-06,WEEKENDS/HOLIDAY,0,TRAIN,NS2,266,1752
2025-06,WEEKDAY,15,TRAIN,TE1,8892,2500
2025-06,WEEKENDS/HOLIDAY,11,TRAIN,SE4,2490,1246
2025-06,WEEKDAY,16,TRAIN,DT34,7234,3830
2025-06,WEEKENDS/HOLIDAY,23,TRAIN,DT18,2170,887
2025-06,WEEKDAY,23,TRAIN,TE14/NS22,15822,4665
2025-06,WEEKENDS/HOLIDAY,6,TRAIN,EW20,2654,1730
2025-06,WEEKDAY,15,TRAIN,BP7,895,1040
2025-06,WEEKENDS/HOLIDAY,20,TRAIN,PW6,227,700
2025-06,WEEKENDS/HOLIDAY,14,TRAIN,BP6/DT1,18192,16275
2025-06,WEEKENDS/HOLIDAY,16,TRAIN,PW7,1463,1401
2025-06,WEEKENDS/HOLIDAY,18,TRAIN,CC27,1227,890
2025-06,WEEKDAY,6,TRAIN,PW3,4040,515
2025-06,WEEKENDS/HOLIDAY,11,TRAIN,DT23,1220,1540
2025-06,WEEKDAY,5,TRAIN,NS9/TE2,22064,9561
2025-06,WEEKENDS/HOLIDAY,7,TRAIN,NE1/CC29,5299,16536
2025-06,WEEKDAY,10,TRAIN,DT28,9694,5325
2025-06,WEEKDAY,12,TRAIN,NS10,33622,21666
2025-06,WEEKDAY,5,TRAIN,TE27,941,5
2025-06,WEEKENDS/HOLIDAY,6,TRAIN,NS9/TE2,12554,7847
2025-06,WEEKENDS/HOLIDAY,16,TRAIN,EW22,2241,2455
2025-06,WEEKENDS/HOLIDAY,5,TRAIN,NE10,206,50
2025-06,WEEKENDS/HOLIDAY,14,TRAIN,DT24,2005,1747
2025-06,WEEKDAY,15,TRAIN,NE15,14265,18474
2025-06,WEEKENDS/HOLIDAY,5,TRAIN,BP12,520,35
2025-06,WEEKDAY,10,TRAIN,EW12/DT14,26845,69894
2025-06,WEEKDAY,13,TRAIN,NE14,27294,20690
2025-06,WEEKENDS/HOLIDAY,17,TRAIN,CG1/DT35,11785,10099
2025-06,WEEKENDS/HOLIDAY,17,TRAIN,NS4/BP1,17953,21734
2025-06,WEEKDAY,21,TRAIN,EW33,1717,4985
2025-06,WEEKENDS/HOLIDAY,5,TRAIN,DT22,112,0
2025-06,WEEKDAY,7,TRAIN,EW27,121718,88626
2025-06,WEEKENDS/HOLIDAY,23,TRAIN,TE22,1126,246
2025-06,WEEKENDS/HOLIDAY,23,TRAIN,SW8,68,486
2025-06,WEEKDAY,22,TRAIN,NE17/PTC,17858,35452
2025-06,WEEKENDS/HOLIDAY,11,TRAIN,NE1/CC29,11856,37859
2025-06,WEEKENDS/HOLIDAY,16,TRAIN,DT28,4873,3935
2025-06,WEEKDAY,21,TRAIN,EW21/CC22,24929,12619
2025-06,WEEKDAY,5,TRAIN,DT6,254,174
2025-06,WEEKENDS/HOLIDAY,16,TRAIN,BP9,849,886
2025-06,WEEKDAY,17,TRAIN,NE15,21471,40791
2025-06,WEEKENDS/HOLIDAY,9,TRAIN,SW8,1252,388
2025-06,WEEKDAY,10,TRAIN,EW5,33219,20777
2025-06,WEEKENDS/HOLIDAY,15,TRAIN,NS10,14832,13895
2025-06,WEEKENDS/HOLIDAY,21,TRAIN,NS14,8027,17922
2025-06,WEEKDAY,7,TRAIN,CC4/DT15,1723,22148
2025-06,WEEKENDS/HOLIDAY,18,TRAIN,CC26,1782,2794
2025-06,WEEKDAY,5,TRAIN,NE10,1632,566
2025-06,WEEKDAY,13,TRAIN,SE2,4637,4146
2025-06,WEEKDAY,6,TRAIN,NS3,38612,7259
2025-06,WEEKDAY,23,TRAIN,CC3,3434,446
2025-06,WEEKENDS/HOLIDAY,22,TRAIN,BP7,57,308
2025-06,WEEKENDS/HOLIDAY,14,TRAIN,EW18,6764,7535
