from_station_name,to_station_name,trip_duration_in_minutes
City Hall,Woodlands South,43
City Hall,Woodleigh,23
City Hall,Yew Tee,46
City Hall,Yio Chu Kang,25
City Hall,Yishun,32
City Hall,one-north,31
Downtown,Admiralty,51
Downtown,Aljunied,23
Downtown,Ang Mo Kio,33
Downtown,Bartley,31
Downtown,Bayfront,5
Downtown,Beauty World,26
Downtown,Bedok,32
Downtown,Bedok North,25
Downtown,Bedok Reservoir,27
Downtown,Bencoolen,10
Downtown,Bendemeer,14
Downtown,Bishan,29
Downtown,Boon Keng,21
Downtown,Boon Lay,47
Downtown,Botanic Gardens,18
Downtown,Braddell,27
Downtown,Bras Basah,18
Downtown,Bright Hill,32
Downtown,Buangkok,35
Downtown,Bugis,9
Downtown,Bukit Batok,47
Downtown,Bukit Gombak,49
Downtown,Bukit Panjang,35
Downtown,Buona Vista,30
Downtown,Caldecott,26
Downtown,Canberra,45
Downtown,Cashew,33
Downtown,Changi Airport,53
Downtown,Chinatown,6
Downtown,Chinese Garden,42
Downtown,Choa Chu Kang,51
Downtown,City Hall,19
Downtown,Clarke Quay,13
Downtown,Clementi,35
Downtown,Commonwealth,28
Downtown,Dakota,22
Downtown,Dhoby Ghaut,15
Downtown,Dover,33
Downtown,Downtown,0
Downtown,Esplanade,16
Downtown,Eunos,27
Downtown,Expo,38
Downtown,Farrer Park,19
Downtown,Farrer Road,29
Downtown,Fort Canning,9
Downtown,Gardens by the Bay,22
Downtown,Geylang Bahru,16
Downtown,Great World,23
Downtown,Gul Circle,55
Downtown,HarbourFront,16
Downtown,Havelock,22
Downtown,Haw Par Villa,32
Downtown,Hillview,32
Downtown,Holland Village,31
Downtown,Hougang,32
Downtown,Jalan Besar,12
Downtown,Joo Koon,52
Downtown,Jurong East,39
Downtown,Kaki Bukit,24
Downtown,Kallang,21
Downtown,Kembangan,29
Downtown,Kent Ridge,35
Downtown,Khatib,40
Downtown,King Albert Park,24
Downtown,Kovan,30
Downtown,Kranji,60
Downtown,Labrador Park,28
Downtown,Lakeside,44
Downtown,Lavender,19
Downtown,Lentor,36
Downtown,Little India,12
Downtown,Lorong Chuan,36
Downtown,MacPherson,20
Downtown,Marina Bay,14
Downtown,Marina South Pier,22
Downtown,Marsiling,57
Downtown,Marymount,33
Downtown,Mattar,18
Downtown,Maxwell,21
Downtown,Mayflower,34
Downtown,Mountbatten,20
Downtown,Napier,24
Downtown,Newton,14
Downtown,Nicoll Highway,16
Downtown,Novena,23
Downtown,Orchard,23
Downtown,Orchard Boulevard,26
Downtown,Outram Park,13
Downtown,Pasir Panjang,30
Downtown,Pasir Ris,42
Downtown,Paya Lebar,24
Downtown,Pioneer,49
Downtown,Potong Pasir,24
Downtown,Promenade,7
Downtown,Punggol,39
Downtown,Queenstown,26
Downtown,Raffles Place,21
Downtown,Redhill,24
Downtown,Rochor,11
Downtown,Sembawang,47
Downtown,Sengkang,37
Downtown,Serangoon,28
Downtown,Shenton Way,21
Downtown,Simei,39
Downtown,Sixth Avenue,22
Downtown,Somerset,24
Downtown,Springleaf,39
Downtown,Stadium,18
Downtown,Stevens,17
Downtown,Tai Seng,28
Downtown,Tampines,31
Downtown,Tampines East,34
Downtown,Tampines West,29
Downtown,Tan Kah Kee,20
Downtown,Tanah Merah,34
Downtown,Tanjong Pagar,22
Downtown,Telok Ayer,5
Downtown,Telok Blangah,26
Downtown,Tiong Bahru,22
Downtown,Toa Payoh,25
Downtown,Tuas Crescent,58
Downtown,Tuas Link,62
Downtown,Tuas West Road,60
Downtown,Ubi,22
Downtown,Upper Changi,37
Downtown,Upper Thomson,29
Downtown,Woodlands,46
Downtown,Woodlands North,48
Downtown,Woodlands South,44
Downtown,Woodleigh,26
Downtown,Yew Tee,56
Downtown,Yio Chu Kang,35
Downtown,Yishun,42
Downtown,one-north,38
Expo,Admiralty,68
Expo,Aljunied,28
Expo,Ang Mo Kio,50
Expo,Bartley,33
Expo,Bayfront,40
Expo,Beauty World,59
Expo,Bedok,19
Expo,Bedok North,17
Expo,Bedok Reservoir,15
Expo,Bencoolen,31
Expo,Bendemeer,27
Expo,Bishan,41
Expo,Boon Keng,49
Expo,Boon Lay,71
Expo,Botanic Gardens,51
Expo,Braddell,49
Expo,Bras Basah,46
Expo,Bright Hill,58
Expo,Buangkok,50
Expo,Bugis,34
Expo,Bukit Batok,71
Expo,Bukit Gombak,73
Expo,Bukit Panjang,68
Expo,Buona Vista,54
Expo,Caldecott,46
Expo,Canberra,63
Expo,Cashew,66
Expo,Changi Airport,14
Expo,Chinatown,35
Expo,Chinese Garden,65
Expo,Choa Chu Kang,77
Expo,City Hall,36
Expo,Clarke Quay,42
Expo,Clementi,59
Expo,Commonwealth,52
Expo,Dakota,33
Expo,Dhoby Ghaut,42
Expo,Dover,56
Expo,Downtown,38
Expo,Esplanade,44
Expo,Eunos,24
Expo,Expo,0
Expo,Farrer Park,48
Expo,Farrer Road,53
Expo,Fort Canning,33
Expo,Gardens by the Bay,53
Expo,Geylang Bahru,25
Expo,Great World,52
Expo,Gul Circle,79
Expo,HarbourFront,45
Expo,Havelock,50
Expo,Haw Par Villa,61
Expo,Hillview,64
Expo,Holland Village,56
Expo,Hougang,48
Expo,Jalan Besar,30
Expo,Joo Koon,76
Expo,Jurong East,63
Expo,Kaki Bukit,18
Expo,Kallang,30
Expo,Kembangan,22
Expo,Kent Ridge,62
Expo,Khatib,58
Expo,King Albert Park,57
Expo,Kovan,45
Expo,Kranji,78
Expo,Labrador Park,57
Expo,Lakeside,68
Expo,Lavender,32
Expo,Lentor,63
Expo,Little India,44
Expo,Lorong Chuan,38
Expo,MacPherson,22
Expo,Marina Bay,44
Expo,Marina South Pier,47
Expo,Marsiling,75
Expo,Marymount,44
Expo,Mattar,24
Expo,Maxwell,50
Expo,Mayflower,60
Expo,Mountbatten,35
Expo,Napier,55
Expo,Newton,47
Expo,Nicoll Highway,39
Expo,Novena,50
Expo,Orchard,46
Expo,Orchard Boulevard,54
Expo,Outram Park,42
Expo,Pasir Panjang,59
Expo,Pasir Ris,21
Expo,Paya Lebar,26
Expo,Pioneer,73
Expo,Potong Pasir,47
Expo,Promenade,41
Expo,Punggol,54
Expo,Queenstown,50
Expo,Raffles Place,39
Expo,Redhill,48
Expo,Rochor,43
Expo,Sembawang,65
Expo,Sengkang,52
Expo,Serangoon,36
Expo,Shenton Way,52
Expo,Simei,20
Expo,Sixth Avenue,55
Expo,Somerset,44
Expo,Springleaf,66
Expo,Stadium,37
Expo,Stevens,49
Expo,Tai Seng,30
Expo,Tampines,10
Expo,Tampines East,8
Expo,Tampines West,12
Expo,Tan Kah Kee,53
Expo,Tanah Merah,13
Expo,Tanjong Pagar,41
Expo,Telok Ayer,37
Expo,Telok Blangah,55
Expo,Tiong Bahru,46
Expo,Toa Payoh,51
Expo,Tuas Crescent,81
Expo,Tuas Link,86
Expo,Tuas West Road,83
Expo,Ubi,20
Expo,Upper Changi,5
Expo,Upper Thomson,56
Expo,Woodlands,71
Expo,Woodlands North,75
Expo,Woodlands South,70
Expo,Woodleigh,45
Expo,Yew Tee,79
Expo,Yio Chu Kang,53
Expo,Yishun,60
Expo,one-north,60
Gardens by the Bay,Admiralty,53
Gardens by the Bay,Aljunied,28
Gardens by the Bay,Ang Mo Kio,35
Gardens by the Bay,Bartley,42
Gardens by the Bay,Bayfront,16
Gardens by the Bay,Beauty World,37
Gardens by the Bay,Bedok,37
Gardens by the Bay,Bedok North,43
Gardens by the Bay,Bedok Reservoir,45
Gardens by the Bay,Bencoolen,28
Gardens by the Bay,Bendemeer,32
Gardens by the Bay,Bishan,32
Gardens by the Bay,Boon Keng,29
Gardens by the Bay,Boon Lay,45
Gardens by the Bay,Botanic Gardens,29
Gardens by the Bay,Braddell,30
Gardens by the Bay,Bras Basah,27
Gardens by the Bay,Bright Hill,32
Gardens by the Bay,Buangkok,42
Gardens by the Bay,Bugis,22
Gardens by the Bay,Bukit Batok,45
Gardens by the Bay,Bukit Gombak,47
Gardens by the Bay,Bukit Panjang,46
Gardens by the Bay,Buona Vista,28
Gardens by the Bay,Caldecott,26
Gardens by the Bay,Canberra,47
Gardens by the Bay,Cashew,44
Gardens by the Bay,Changi Airport,58
Gardens by the Bay,Chinatown,19
Gardens by the Bay,Chinese Garden,39
Gardens by the Bay,Choa Chu Kang,51
Gardens by the Bay,City Hall,16
Gardens by the Bay,Clarke Quay,21
Gardens by the Bay,Clementi,33
Gardens by the Bay,Commonwealth,26
Gardens by the Bay,Dakota,32
Gardens by the Bay,Dhoby Ghaut,18
Gardens by the Bay,Dover,30
Gardens by the Bay,Downtown,22
Gardens by the Bay,Esplanade,26
Gardens by the Bay,Eunos,33
Gardens by the Bay,Expo,53
Gardens by the Bay,Farrer Park,27
Gardens by the Bay,Farrer Road,40
Gardens by the Bay,Fort Canning,26
Gardens by the Bay,Gardens by the Bay,0
Gardens by the Bay,Geylang Bahru,34
Gardens by the Bay,Great World,14
Gardens by the Bay,Gul Circle,53
Gardens by the Bay,HarbourFront,20
Gardens by the Bay,Havelock,13
Gardens by the Bay,Haw Par Villa,36
Gardens by the Bay,Hillview,42
Gardens by the Bay,Holland Village,38
Gardens by the Bay,Hougang,40
Gardens by the Bay,Jalan Besar,30
Gardens by the Bay,Joo Koon,50
Gardens by the Bay,Jurong East,37
Gardens by the Bay,Kaki Bukit,41
Gardens by the Bay,Kallang,26
Gardens by the Bay,Kembangan,34
Gardens by the Bay,Kent Ridge,39
Gardens by the Bay,Khatib,42
Gardens by the Bay,King Albert Park,35
Gardens by the Bay,Kovan,38
Gardens by the Bay,Kranji,61
Gardens by the Bay,Labrador Park,32
Gardens by the Bay,Lakeside,42
Gardens by the Bay,Lavender,24
Gardens by the Bay,Lentor,37
Gardens by the Bay,Little India,25
Gardens by the Bay,Lorong Chuan,42
Gardens by the Bay,MacPherson,37
Gardens by the Bay,Marina Bay,6
Gardens by the Bay,Marina South Pier,14
Gardens by the Bay,Marsiling,57
Gardens by the Bay,Marymount,37
Gardens by the Bay,Mattar,36
Gardens by the Bay,Maxwell,9
Gardens by the Bay,Mayflower,34
Gardens by the Bay,Mountbatten,30
Gardens by the Bay,Napier,20
Gardens by the Bay,Newton,24
Gardens by the Bay,Nicoll Highway,26
Gardens by the Bay,Novena,26
Gardens by the Bay,Orchard,16
Gardens by the Bay,Orchard Boulevard,18
Gardens by the Bay,Outram Park,10
Gardens by the Bay,Pasir Panjang,34
Gardens by the Bay,Pasir Ris,50
Gardens by the Bay,Paya Lebar,30
Gardens by the Bay,Pioneer,47
Gardens by the Bay,Potong Pasir,31
Gardens by the Bay,Promenade,19
Gardens by the Bay,Punggol,47
Gardens by the Bay,Queenstown,24
Gardens by the Bay,Raffles Place,14
Gardens by the Bay,Redhill,22
Gardens by the Bay,Rochor,26
Gardens by the Bay,Sembawang,50
Gardens by the Bay,Sengkang,44
Gardens by the Bay,Serangoon,35
Gardens by the Bay,Shenton Way,7
Gardens by the Bay,Simei,45
Gardens by the Bay,Sixth Avenue,33
Gardens by the Bay,Somerset,20
Gardens by the Bay,Springleaf,40
Gardens by the Bay,Stadium,28
Gardens by the Bay,Stevens,22
Gardens by the Bay,Tai Seng,39
Gardens by the Bay,Tampines,47
Gardens by the Bay,Tampines East,51
Gardens by the Bay,Tampines West,47
Gardens by the Bay,Tan Kah Kee,31
Gardens by the Bay,Tanah Merah,40
Gardens by the Bay,Tanjong Pagar,19
Gardens by the Bay,Telok Ayer,24
Gardens by the Bay,Telok Blangah,30
Gardens by the Bay,Tiong Bahru,20
Gardens by the Bay,Toa Payoh,28
Gardens by the Bay,Tuas Crescent,55
Gardens by the Bay,Tuas Link,59
Gardens by the Bay,Tuas West Road,57
Gardens by the Bay,Ubi,39
Gardens by the Bay,Upper Changi,54
Gardens by the Bay,Upper Thomson,30
Gardens by the Bay,Woodlands,46
Gardens by the Bay,Woodlands North,49
Gardens by the Bay,Woodlands South,44
Gardens by the Bay,Woodleigh,33
Gardens by the Bay,Yew Tee,53
Gardens by the Bay,Yio Chu Kang,37
Gardens by the Bay,Yishun,45
Gardens by the Bay,one-north,38
HarbourFront,Admiralty,55
HarbourFront,Aljunied,28
HarbourFront,Ang Mo Kio,37
HarbourFront,Bartley,36
HarbourFront,Bayfront,18
HarbourFront,Beauty World,35
HarbourFront,Bedok,37
HarbourFront,Bedok North,32
HarbourFront,Bedok Reservoir,34
HarbourFront,Bencoolen,18
HarbourFront,Bendemeer,22
HarbourFront,Bishan,34
HarbourFront,Boon Keng,18
HarbourFront,Boon Lay,41
HarbourFront,Botanic Gardens,27
HarbourFront,Braddell,32
HarbourFront,Bras Basah,22
HarbourFront,Bright Hill,35
HarbourFront,Buangkok,32
HarbourFront,Bugis,22
HarbourFront,Bukit Batok,41
HarbourFront,Bukit Gombak,43
HarbourFront,Bukit Panjang,44
HarbourFront,Buona Vista,20
HarbourFront,Caldecott,29
HarbourFront,Canberra,49
HarbourFront,Cashew,42
HarbourFront,Changi Airport,58
HarbourFront,Chinatown,9
HarbourFront,Chinese Garden,35
HarbourFront,Choa Chu Kang,47
HarbourFront,City Hall,20
HarbourFront,Clarke Quay,10
HarbourFront,Clementi,29
HarbourFront,Commonwealth,22
HarbourFront,Dakota,34
HarbourFront,Dhoby Ghaut,12
HarbourFront,Dover,26
HarbourFront,Downtown,16
HarbourFront,Esplanade,24
HarbourFront,Eunos,32
HarbourFront,Expo,45
HarbourFront,Farrer Park,16
HarbourFront,Farrer Road,25
HarbourFront,Fort Canning,16
HarbourFront,Gardens by the Bay,20
HarbourFront,Geylang Bahru,24
HarbourFront,Great World,16
HarbourFront,Gul Circle,49
HarbourFront,HarbourFront,0
HarbourFront,Havelock,15
HarbourFront,Haw Par Villa,14
HarbourFront,Hillview,40
HarbourFront,Holland Village,23
HarbourFront,Hougang,30
HarbourFront,Jalan Besar,19
HarbourFront,Joo Koon,46
HarbourFront,Jurong East,33
HarbourFront,Kaki Bukit,31
HarbourFront,Kallang,26
HarbourFront,Kembangan,34
HarbourFront,Kent Ridge,16
HarbourFront,Khatib,44
HarbourFront,King Albert Park,33
HarbourFront,Kovan,27
HarbourFront,Kranji,57
HarbourFront,Labrador Park,9
HarbourFront,Lakeside,38
HarbourFront,Lavender,24
HarbourFront,Lentor,39
HarbourFront,Little India,14
HarbourFront,Lorong Chuan,35
HarbourFront,MacPherson,27
HarbourFront,Marina Bay,18
HarbourFront,Marina South Pier,26
HarbourFront,Marsiling,60
HarbourFront,Marymount,35
HarbourFront,Mattar,25
HarbourFront,Maxwell,15
HarbourFront,Mayflower,37
HarbourFront,Mountbatten,32
HarbourFront,Napier,22
HarbourFront,Newton,23
HarbourFront,Nicoll Highway,28
HarbourFront,Novena,28
HarbourFront,Orchard,18
HarbourFront,Orchard Boulevard,20
HarbourFront,Outram Park,7
HarbourFront,Pasir Panjang,12
HarbourFront,Pasir Ris,50
HarbourFront,Paya Lebar,30
HarbourFront,Pioneer,43
HarbourFront,Potong Pasir,21
HarbourFront,Promenade,20
HarbourFront,Punggol,36
HarbourFront,Queenstown,20
HarbourFront,Raffles Place,17
HarbourFront,Redhill,18
HarbourFront,Rochor,22
HarbourFront,Sembawang,52
HarbourFront,Sengkang,34
HarbourFront,Serangoon,25
HarbourFront,Shenton Way,16
HarbourFront,Simei,44
HarbourFront,Sixth Avenue,30
HarbourFront,Somerset,22
HarbourFront,Springleaf,42
HarbourFront,Stadium,30
HarbourFront,Stevens,24
HarbourFront,Tai Seng,35
HarbourFront,Tampines,38
HarbourFront,Tampines East,41
HarbourFront,Tampines West,36
HarbourFront,Tan Kah Kee,29
HarbourFront,Tanah Merah,40
HarbourFront,Tanjong Pagar,15
HarbourFront,Telok Ayer,15
HarbourFront,Telok Blangah,7
HarbourFront,Tiong Bahru,16
HarbourFront,Toa Payoh,30
HarbourFront,Tuas Crescent,51
HarbourFront,Tuas Link,55
HarbourFront,Tuas West Road,53
HarbourFront,Ubi,29
HarbourFront,Upper Changi,44
HarbourFront,Upper Thomson,32
HarbourFront,Woodlands,49
HarbourFront,Woodlands North,51
HarbourFront,Woodlands South,47
HarbourFront,Woodleigh,23
HarbourFront,Yew Tee,49
HarbourFront,Yio Chu Kang,39
HarbourFront,Yishun,47
HarbourFront,one-north,18
Holland Village,Admiralty,48
Holland Village,Aljunied,39
Holland Village,Ang Mo Kio,29
Holland Village,Bartley,28
Holland Village,Bayfront,29
Holland Village,Beauty World,24
Holland Village,Bedok,48
Holland Village,Bedok North,43
Holland Village,Bedok Reservoir,45
Holland Village,Bencoolen,38
Holland Village,Bendemeer,42
Holland Village,Bishan,20
Holland Village,Boon Keng,32
Holland Village,Boon Lay,31
Holland Village,Botanic Gardens,10
Holland Village,Braddell,28
Holland Village,Bras Basah,38
Holland Village,Bright Hill,27
Holland Village,Buangkok,39
Holland Village,Bugis,26
Holland Village,Bukit Batok,30
Holland Village,Bukit Gombak,32
Holland Village,Bukit Panjang,33
Holland Village,Buona Vista,7
Holland Village,Caldecott,15
Holland Village,Canberra,42
Holland Village,Cashew,31
Holland Village,Changi Airport,69
Holland Village,Chinatown,33
Holland Village,Chinese Garden,25
Holland Village,Choa Chu Kang,36
Holland Village,City Hall,31
Holland Village,Clarke Quay,33
Holland Village,Clementi,18
Holland Village,Commonwealth,16
Holland Village,Dakota,38
Holland Village,Dhoby Ghaut,30
Holland Village,Dover,16
Holland Village,Downtown,31
Holland Village,Esplanade,36
Holland Village,Eunos,43
Holland Village,Expo,56
Holland Village,Farrer Park,30
Holland Village,Farrer Road,8
Holland Village,Fort Canning,37
Holland Village,Gardens by the Bay,38
Holland Village,Geylang Bahru,41
Holland Village,Great World,31
Holland Village,Gul Circle,38
Holland Village,HarbourFront,23
Holland Village,Havelock,33
Holland Village,Haw Par Villa,14
Holland Village,Hillview,30
Holland Village,Holland Village,0
Holland Village,Hougang,37
Holland Village,Jalan Besar,40
Holland Village,Joo Koon,35
Holland Village,Jurong East,22
Holland Village,Kaki Bukit,41
Holland Village,Kallang,37
Holland Village,Kembangan,45
Holland Village,Kent Ridge,11
Holland Village,Khatib,37
Holland Village,King Albert Park,22
Holland Village,Kovan,34
Holland Village,Kranji,46
Holland Village,Labrador Park,18
Holland Village,Lakeside,27
Holland Village,Lavender,35
Holland Village,Lentor,32
Holland Village,Little India,23
Holland Village,Lorong Chuan,23
Holland Village,MacPherson,33
Holland Village,Marina Bay,35
Holland Village,Marina South Pier,37
Holland Village,Marsiling,50
Holland Village,Marymount,17
Holland Village,Mattar,39
Holland Village,Maxwell,33
Holland Village,Mayflower,29
Holland Village,Mountbatten,40
Holland Village,Napier,26
Holland Village,Newton,20
Holland Village,Nicoll Highway,36
Holland Village,Novena,29
Holland Village,Orchard,29
Holland Village,Orchard Boulevard,27
Holland Village,Outram Park,25
Holland Village,Pasir Panjang,16
Holland Village,Pasir Ris,60
Holland Village,Paya Lebar,35
Holland Village,Pioneer,32
Holland Village,Potong Pasir,35
Holland Village,Promenade,27
Holland Village,Punggol,43
Holland Village,Queenstown,18
Holland Village,Raffles Place,29
Holland Village,Redhill,20
Holland Village,Rochor,24
Holland Village,Sembawang,44
Holland Village,Sengkang,41
Holland Village,Serangoon,25
Holland Village,Shenton Way,34
Holland Village,Simei,55
Holland Village,Sixth Avenue,20
Holland Village,Somerset,31
Holland Village,Springleaf,35
Holland Village,Stadium,38
Holland Village,Stevens,18
Holland Village,Tai Seng,31
Holland Village,Tampines,49
Holland Village,Tampines East,51
Holland Village,Tampines West,47
Holland Village,Tan Kah Kee,18
Holland Village,Tanah Merah,51
Holland Village,Tanjong Pagar,27
Holland Village,Telok Ayer,33
Holland Village,Telok Blangah,20
Holland Village,Tiong Bahru,22
Holland Village,Toa Payoh,30
Holland Village,Tuas Crescent,41
Holland Village,Tuas Link,45
Holland Village,Tuas West Road,43
Holland Village,Ubi,40
Holland Village,Upper Changi,55
Holland Village,Upper Thomson,25
Holland Village,Woodlands,41
Holland Village,Woodlands North,44
Holland Village,Woodlands South,39
Holland Village,Woodleigh,34
Holland Village,Yew Tee,39
Holland Village,Yio Chu Kang,32
Holland Village,Yishun,39
Holland Village,one-north,9
Jurong East,Admiralty,33
Jurong East,Aljunied,38
Jurong East,Ang Mo Kio,47
Jurong East,Bartley,46
Jurong East,Bayfront,41
Jurong East,Beauty World,42
Jurong East,Bedok,47
Jurong East,Bedok North,55
Jurong East,Bedok Reservoir,57
Jurong East,Bencoolen,40
Jurong East,Bendemeer,44
Jurong East,Bishan,37
Jurong East,Boon Keng,41
Jurong East,Boon Lay,11
Jurong East,Botanic Gardens,27
Jurong East,Braddell,46
Jurong East,Bras Basah,44
Jurong East,Bright Hill,44
Jurong East,Buangkok,55
Jurong East,Bugis,32
Jurong East,Bukit Batok,7
Jurong East,Bukit Gombak,9
Jurong East,Bukit Panjang,27
Jurong East,Buona Vista,12
Jurong East,Caldecott,32
Jurong East,Canberra,38
Jurong East,Cashew,35
Jurong East,Changi Airport,68
Jurong East,Chinatown,31
Jurong East,Chinese Garden,6
Jurong East,Choa Chu Kang,13
Jurong East,City Hall,30
Jurong East,Clarke Quay,33
Jurong East,Clementi,7
Jurong East,Commonwealth,14
Jurong East,Dakota,51
Jurong East,Dhoby Ghaut,35
Jurong East,Dover,10
Jurong East,Downtown,39
Jurong East,Esplanade,46
Jurong East,Eunos,43
Jurong East,Expo,63
Jurong East,Farrer Park,39
Jurong East,Farrer Road,25
Jurong East,Fort Canning,39
Jurong East,Gardens by the Bay,37
Jurong East,Geylang Bahru,46
Jurong East,Great World,33
Jurong East,Gul Circle,19
Jurong East,HarbourFront,33
Jurong East,Havelock,31
Jurong East,Haw Par Villa,27
Jurong East,Hillview,36
Jurong East,Holland Village,22
Jurong East,Hougang,52
Jurong East,Jalan Besar,42
Jurong East,Joo Koon,16
Jurong East,Jurong East,0
Jurong East,Kaki Bukit,53
Jurong East,Kallang,36
Jurong East,Kembangan,45
Jurong East,Kent Ridge,24
Jurong East,Khatib,43
Jurong East,King Albert Park,40
Jurong East,Kovan,50
Jurong East,Kranji,23
Jurong East,Labrador Park,31
Jurong East,Lakeside,8
Jurong East,Lavender,34
Jurong East,Lentor,47
Jurong East,Little India,37
Jurong East,Lorong Chuan,40
Jurong East,MacPherson,49
Jurong East,Marina Bay,33
Jurong East,Marina South Pier,36
Jurong East,Marsiling,26
Jurong East,Marymount,35
Jurong East,Mattar,48
Jurong East,Maxwell,31
Jurong East,Mayflower,47
Jurong East,Mountbatten,53
Jurong East,Napier,38
Jurong East,Newton,38
Jurong East,Nicoll Highway,50
Jurong East,Novena,43
Jurong East,Orchard,35
Jurong East,Orchard Boulevard,37
Jurong East,Outram Park,23
Jurong East,Pasir Panjang,29
Jurong East,Pasir Ris,60
Jurong East,Paya Lebar,41
Jurong East,Pioneer,13
Jurong East,Potong Pasir,44
Jurong East,Promenade,41
Jurong East,Punggol,59
Jurong East,Queenstown,16
Jurong East,Raffles Place,28
Jurong East,Redhill,18
Jurong East,Rochor,41
Jurong East,Sembawang,36
Jurong East,Sengkang,57
Jurong East,Serangoon,42
Jurong East,Shenton Way,33
Jurong East,Simei,55
Jurong East,Sixth Avenue,37
Jurong East,Somerset,37
Jurong East,Springleaf,44
Jurong East,Stadium,52
Jurong East,Stevens,36
Jurong East,Tai Seng,48
Jurong East,Tampines,57
Jurong East,Tampines East,64
Jurong East,Tampines West,59
Jurong East,Tan Kah Kee,36
Jurong East,Tanah Merah,50
Jurong East,Tanjong Pagar,25
Jurong East,Telok Ayer,38
Jurong East,Telok Blangah,33
Jurong East,Tiong Bahru,20
Jurong East,Toa Payoh,45
Jurong East,Tuas Crescent,22
Jurong East,Tuas Link,26
Jurong East,Tuas West Road,24
Jurong East,Ubi,52
Jurong East,Upper Changi,67
Jurong East,Upper Thomson,42
Jurong East,Woodlands,29
Jurong East,Woodlands North,39
Jurong East,Woodlands South,39
Jurong East,Woodleigh,46
Jurong East,Yew Tee,15
Jurong East,Yio Chu Kang,48
Jurong East,Yishun,41
Jurong East,one-north,22
Kranji,Admiralty,13
Kranji,Aljunied,62
Kranji,Ang Mo Kio,31
Kranji,Bartley,50
Kranji,Bayfront,58
Kranji,Beauty World,42
Kranji,Bedok,70
Kranji,Bedok North,65
Kranji,Bedok Reservoir,67
Kranji,Bencoolen,64
Kranji,Bendemeer,65
Kranji,Bishan,34
Kranji,Boon Keng,61
Kranji,Boon Lay,35
Kranji,Botanic Gardens,49
Kranji,Braddell,36
Kranji,Bras Basah,57
Kranji,Bright Hill,32
Kranji,Buangkok,61
Kranji,Bugis,54
Kranji,Bukit Batok,19
Kranji,Bukit Gombak,17
Kranji,Bukit Panjang,28
Kranji,Buona Vista,36
Kranji,Caldecott,37
Kranji,Canberra,18
Kranji,Cashew,35
Kranji,Changi Airport,91
Kranji,Chinatown,55
Kranji,Chinese Garden,30
Kranji,Choa Chu Kang,13
Kranji,City Hall,50
Kranji,Clarke Quay,57
Kranji,Clementi,31
Kranji,Commonwealth,38
Kranji,Dakota,60
Kranji,Dhoby Ghaut,48
Kranji,Dover,34
Kranji,Downtown,60
Kranji,Esplanade,59
Kranji,Eunos,66
Kranji,Expo,78
Kranji,Farrer Park,59
Kranji,Farrer Road,49
Kranji,Fort Canning,63
Kranji,Gardens by the Bay,61
Kranji,Geylang Bahru,63
Kranji,Great World,50
Kranji,Gul Circle,43
Kranji,HarbourFront,57
Kranji,Havelock,51
Kranji,Haw Par Villa,51
Kranji,Hillview,37
Kranji,Holland Village,46
Kranji,Hougang,59
Kranji,Jalan Besar,66
Kranji,Joo Koon,40
Kranji,Jurong East,23
Kranji,Kaki Bukit,63
Kranji,Kallang,60
Kranji,Kembangan,67
Kranji,Kent Ridge,48
Kranji,Khatib,24
Kranji,King Albert Park,44
Kranji,Kovan,57
Kranji,Kranji,0
Kranji,Labrador Park,55
Kranji,Lakeside,32
Kranji,Lavender,58
Kranji,Lentor,27
Kranji,Little India,51
Kranji,Lorong Chuan,45
Kranji,MacPherson,55
Kranji,Marina Bay,54
Kranji,Marina South Pier,57
Kranji,Marsiling,6
Kranji,Marymount,45
Kranji,Mattar,61
Kranji,Maxwell,55
Kranji,Mayflower,30
Kranji,Mountbatten,62
Kranji,Napier,44
Kranji,Newton,42
Kranji,Nicoll Highway,64
Kranji,Novena,40
Kranji,Orchard,44
Kranji,Orchard Boulevard,46
Kranji,Outram Park,47
Kranji,Pasir Panjang,53
Kranji,Pasir Ris,82
Kranji,Paya Lebar,57
Kranji,Pioneer,37
Kranji,Potong Pasir,58
Kranji,Promenade,56
Kranji,Punggol,66
Kranji,Queenstown,40
Kranji,Raffles Place,52
Kranji,Redhill,42
Kranji,Rochor,53
Kranji,Sembawang,16
Kranji,Sengkang,63
Kranji,Serangoon,47
Kranji,Shenton Way,56
Kranji,Simei,78
Kranji,Sixth Avenue,46
Kranji,Somerset,46
Kranji,Springleaf,24
Kranji,Stadium,64
Kranji,Stevens,41
Kranji,Tai Seng,53
Kranji,Tampines,71
Kranji,Tampines East,74
Kranji,Tampines West,69
Kranji,Tan Kah Kee,48
Kranji,Tanah Merah,73
Kranji,Tanjong Pagar,49
Kranji,Telok Ayer,61
Kranji,Telok Blangah,57
Kranji,Tiong Bahru,44
Kranji,Toa Payoh,38
Kranji,Tuas Crescent,46
Kranji,Tuas Link,50
Kranji,Tuas West Road,48
Kranji,Ubi,62
Kranji,Upper Changi,77
Kranji,Upper Thomson,34
Kranji,Woodlands,10
Kranji,Woodlands North,20
Kranji,Woodlands South,20
Kranji,Woodleigh,56
Kranji,Yew Tee,11
Kranji,Yio Chu Kang,29
Kranji,Yishun,21
Kranji,one-north,46
Labrador Park,Admiralty,61
Labrador Park,Aljunied,40
Labrador Park,Ang Mo Kio,43
Labrador Park,Bartley,42
